label,text,source,text_clean
promo,"Transcom Digital phone accessories mega sale: Cases, chargers, earphones!",English,"Transcom Digital phone accessories mega sale: Cases, chargers, earphones!"
promo,"Square Toiletries beauty products sale! All skincare items 35% off. Look beautiful, feel confident!",English,"Square Toiletries beauty products sale! All skincare items 35% off. Look beautiful, feel confident!"
promo,200TK same cashback! Get 60GB+1000minutes@699TK 30days: cutt.ly/aAhiAsI,English,200TK same cashback! Get 60GB+1000minutes@699TK 30days: cutt.ly/aAhiAsI
normal,Electricity bill has been applied.,English,Electricity bill has been applied.
smish,আপনার টেলিফোন বিল ৩ মাস বকেয়া। লাইন কাটা হবে: pay-phone.cf,Bengali,আপনার টেলিফোন বিল ৩ মাস বকেয়া। লাইন কাটা হবে: pay-phone.cf
normal,Are you going by bus?,English,Are you going by bus?
normal,তুমি কি পার্টিতে যাচ্ছো?,Bengali,তুমি কি পার্টিতে যাচ্ছো?
normal,"সব ঠিক হয়ে যাবে, সাহস রেখো।",Bengali,"সব ঠিক হয়ে যাবে, সাহস রেখো।"
promo,“দ্বাদশ জাতীয় সংসদ নির্বাচনে অংশগ্রহণে ইচ্ছুক প্রার্থীগণ প্রচলিত পদ্ধতির পাশাপাশি অনলাইনেও মনোনয়নপত্র দাখিল করতে পারবেন। অনলাইনে মনোনয়ন দাখিল করতে কমিশনের ওয়েবসাইট www.ecs.gov.bd-এ প্রবেশ করুন”-ইসি,Bengali,“দ্বাদশ জাতীয় সংসদ নির্বাচনে অংশগ্রহণে ইচ্ছুক প্রার্থীগণ প্রচলিত পদ্ধতির পাশাপাশি অনলাইনেও মনোনয়নপত্র দাখিল করতে পারবেন। অনলাইনে মনোনয়ন দাখিল করতে কমিশনের ওয়েবসাইট [URL] প্রবেশ করুন”-ইসি
smish,Assalamualaikum! Do you want to earn money from home without any investment? Then work with our bot. You can earn without any investment. Bot link: https://t.me/free_online_income_24bot,English,Assalamualaikum! Do you want to earn money from home without any investment? Then work with our bot. You can earn without any investment. Bot link: [URL]
smish,"জরুরি সতর্কবার্তা! আপনার সোনালী ব্যাংক সেভিংস অ্যাকাউন্ট নং ১২৩৪৫৬৭৮৯০ থেকে গত রাত ২টায় ৫০,০০০ টাকা অননুমোদিত লেনদেন হয়েছে। আপনার অ্যাকাউন্টের নিরাপত্তার জন্য আমরা এটি অস্থায়ীভাবে ব্লক করেছি। অবিলম্বে ০১৭১১২২৩৩৪৪ নম্বরে কল করে আপনার পিন নাম্বার ও OTP দিয়ে অ্যাকাউন্ট আনব্লক করুন।",Bengali,"জরুরি সতর্কবার্তা! আপনার সোনালী ব্যাংক সেভিংস অ্যাকাউন্ট নং [PHONE] থেকে গত রাত ২টায় ৫০,০০০ টাকা অননুমোদিত লেনদেন হয়েছে। আপনার অ্যাকাউন্টের নিরাপত্তার জন্য আমরা এটি অস্থায়ীভাবে ব্লক করেছি। অবিলম্বে [PHONE] নম্বরে কল করে আপনার পিন নাম্বার ও OTP দিয়ে অ্যাকাউন্ট আনব্লক করুন।"
normal,শুভ সপ্তাহের প্রথম দিন!,Bengali,শুভ সপ্তাহের প্রথম দিন!
smish,অভিনন্দন! আপনি ১ কোটি টাকা লটারি জিতেছেন। আপনার পুরস্কার সংগ্রহ করতে আমাদের সাথে যোগাযোগ করুন। যোগাযোগ:০১৫৬৭৫৪৬৩৯০,Bengali,অভিনন্দন! আপনি ১ কোটি টাকা লটারি জিতেছেন। আপনার পুরস্কার সংগ্রহ করতে আমাদের সাথে যোগাযোগ করুন। যোগাযোগ: [PHONE]
smish,লটারি জয়ী! আপনি ২০ লক্ষ টাকা পেয়েছেন। ক্লেইম করুন: lottery-claim.cf,Bengali,লটারি জয়ী! আপনি ২০ লক্ষ টাকা পেয়েছেন। ক্লেইম করুন: lottery-claim.cf
smish,Your landline disconnected for illegal international calls. Restore with penalty 4800 TK: phone-restore.bd/pay,English,Your landline disconnected for illegal international calls. Restore with penalty 4800 TK: [URL]
normal,আজকের আপনার দিন কেমন কাটছে?,Bengali,আজকের আপনার দিন কেমন কাটছে?
normal,এটি IQ পরীক্ষা পর্বের একটি অংশ।,Bengali,এটি IQ পরীক্ষা পর্বের একটি অংশ।
promo,"৳৩৫ ক্যাশব্যাকে এবার আরো বেশি ডাটা ৫০জিবি@৳৪৬৩,৩০দিন cutt.ly/HwOETkke",Bengali,"৳৩৫ ক্যাশব্যাকে এবার আরো বেশি ডাটা ৫০জিবি@৳৪৬৩,৩০দিন cutt.ly/HwOETkke"
normal,I'm taking a cooking class to learn authentic Bangladeshi recipes.,English,I'm taking a cooking class to learn authentic Bangladeshi recipes.
normal,"০১৮২৭৩৮২৭৮৫ এই নাম্বারে কল করুন, টাকা দরকার।",Bengali,"[PHONE] এই নাম্বারে কল করুন, টাকা দরকার।"
promo,"More chatting+internetting, get 5GB+150min@TK159, 7 days cutt.ly/owEyhCVt",English,"More chatting+internetting, get 5GB+150min@TK159, 7 days cutt.ly/owEyhCVt"
promo,Star Kabab special combo meals starting 150TK. Dine-in and takeaway!,English,Star Kabab special combo meals starting 150TK. Dine-in and takeaway!
smish,আপনার ক্রেডিট কার্ডে অজানা একটি ট্রানজাকশন সনাক্ত করা হয়েছে। নিশ্চিতকরণের জন্য অনুগ্রহ করে এখানে লগইন করুন: http://bit.ly/CardSecure,Bengali,আপনার ক্রেডিট কার্ডে অজানা একটি ট্রানজাকশন সনাক্ত করা হয়েছে। নিশ্চিতকরণের জন্য অনুগ্রহ করে এখানে লগইন করুন: [URL]
normal,Thanks for the amazing vacation photos! Looks like you had an incredible time in the Maldives. So jealous!,English,Thanks for the amazing vacation photos! Looks like you had an incredible time in the Maldives. So jealous!
promo,"শেখ হাসিনা সরকারের সাফল্যঃ
মাননীয় প্রধানমন্ত্রী শেখ হাসিনার নির্দেশে এখন পর্যন্ত ১৩ লাখ গৃহহীন পরিবারকে জমিসহ ঘর নির্মাণ করে দিয়েছে সরকার। ফলে ভাগ্য বদলে গেছে প্রায় ৫০ লাখ অসহায় মানুষের। 
",Bengali,শেখ হাসিনা সরকারের সাফল্যঃ মাননীয় প্রধানমন্ত্রী শেখ হাসিনার নির্দেশে এখন পর্যন্ত ১৩ লাখ গৃহহীন পরিবারকে জমিসহ ঘর নির্মাণ করে দিয়েছে সরকার। ফলে ভাগ্য বদলে গেছে প্রায় ৫০ লাখ অসহায় মানুষের।
promo,"৩০৳ ক্যাশব্যাক! ৩১জিবি+৪৫০মি.@৪৬৯৳ ৩০দিন, নিয়ে নাও: cutt.ly/hwTmxGd8",Bengali,"৩০৳ ক্যাশব্যাক! ৩১জিবি+৪৫০মি.@৪৬৯৳ ৩০দিন, নিয়ে নাও: cutt.ly/hwTmxGd8"
normal,"এটা রাকিবের নাম্বার, ০১৭৬৩৮৩৯৮৫৪ কল দিস।",Bengali,"এটা রাকিবের নাম্বার, [PHONE] কল দিস।"
smish,Important message from Bangladesh Bank. Click here for details: https://wa.me/8801914344356,English,Important message from Bangladesh Bank. Click here for details: [URL]
promo,Banglalink Game Portal সাবস্ক্রিপশন এখন মাত্র ১০ টাকা প্রতিদিন।,Bengali,Banglalink Game Portal সাবস্ক্রিপশন এখন মাত্র ১০ টাকা প্রতিদিন।
normal,Call me at this number 01729182893.,English,Call me at this number [PHONE] .
smish,সোনালী ব্যাংক অ্যাকাউন্টে সমস্যা হয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: https://wa.me/8801811011123,Bengali,সোনালী ব্যাংক অ্যাকাউন্টে সমস্যা হয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: [URL]
promo,"Hatil furniture mega sale! Bedroom, dining, living room sets 40% discount. EMI facility available!",English,"Hatil furniture mega sale! Bedroom, dining, living room sets 40% discount. EMI facility available!"
normal,Give money to Mithu bhai's number then come.,English,Give money to Mithu bhai's number then come.
normal,কি খুব ভালো প্রশ্ন!,Bengali,কি খুব ভালো প্রশ্ন!
normal,"আপনার মেয়ে হাসপাতালে, জলদি টাকা পাঠান ০১৮২৮১৭৩৯১২।",Bengali,"আপনার মেয়ে হাসপাতালে, জলদি টাকা পাঠান [PHONE] ।"
promo,"Marico hair care products mega sale! All shampoos, oils 30% discount. Healthy hair starts today!",English,"Marico hair care products mega sale! All shampoos, oils 30% discount. Healthy hair starts today!"
promo,<#> Your MyGP PIN (code) is: 7433. Use this PIN to verify. Do not forward or share this PIN with anyone to prevent misuse FyXTPoy9ZDa,English,<#> Your MyGP PIN (code) is: 7433. Use this PIN to verify. Do not forward or share this PIN with anyone to prevent misuse FyXTPoy9ZDa
promo,"Robi গ্রাহকগণ, রবিবারে ৫ জিবি মাত্র ৮৯ টাকা।",Bengali,"Robi গ্রাহকগণ, রবিবারে ৫ জিবি মাত্র ৮৯ টাকা।"
smish,Update your credit card account. Please click here: http://bit.ly/CardUpdate,English,Update your credit card account. Please click here: [URL]
smish,"আপনাদের চাকরির আবেদন মঞ্জুর হয়েছে এবং বেতন প্রতিদিন ৩০০০ টাকা।

যোগাযোগের তথ্য: [https://wa.me/8801929757090](https://wa.me/8801929757090)",Bengali,আপনাদের চাকরির আবেদন মঞ্জুর হয়েছে এবং বেতন প্রতিদিন ৩০০০ টাকা। যোগাযোগের তথ্য: [ [URL]
smish,"Those who haven't made an account in hamster yet, quickly make an account and join. Good news will come in July. Join fast https://t.me/hamster_kombat_boT/start...",English,"Those who haven't made an account in hamster yet, quickly make an account and join. Good news will come in July. Join fast [URL]"
smish,আপনার GP অ্যাকাউন্ট ২৪ ঘণ্টার মধ্যে ব্লক হবে যদি এখনই gp-safe24.org এ লগইন না করেন। নাম্বার ও OTP দিন।,Bengali,আপনার GP অ্যাকাউন্ট ২৪ ঘণ্টার মধ্যে ব্লক হবে যদি এখনই [URL] এ লগইন না করেন। নাম্বার ও OTP দিন।
promo,Use 5GB data in April and get lowest call rate in May- cutt.ly/0AA4sic,English,Use 5GB data in April and get lowest call rate in May- cutt.ly/0AA4sic
promo,"‘করবো বীমা, গড়বো দেশ
স্মার্ট হবে বাংলাদেশ।’ বীমা উন্নয়ন ও নিয়ন্ত্রণ কর্তৃপক্ষ এবং আর্থিক প্রতিষ্ঠান বিভাগ অর্থ মন্ত্রণালয়।",Bengali,"‘করবো বীমা, গড়বো দেশ স্মার্ট হবে বাংলাদেশ।’ বীমা উন্নয়ন ও নিয়ন্ত্রণ কর্তৃপক্ষ এবং আর্থিক প্রতিষ্ঠান বিভাগ অর্থ মন্ত্রণালয়।"
normal,Send bKash to this number 01672573851.,English,Send bKash to this number [PHONE] .
normal,"দিদি, তোমার এক্সাম কেমন গেলো? সব প্রশ্ন করতে পেরেছো?",Bengali,"দিদি, তোমার এক্সাম কেমন গেলো? সব প্রশ্ন করতে পেরেছো?"
promo,Daraz Mall-এ শপিং করলে ২০০ টাকা ডিসকাউন্ট ভাউচার ফ্রি। নতুন ইউজারদের জন্য।,Bengali,Daraz Mall-এ শপিং করলে ২০০ টাকা ডিসকাউন্ট ভাউচার ফ্রি। নতুন ইউজারদের জন্য।
promo,"TK 45 cashback! 46GB @ TK 453, 30 days, grab it now: cutt.ly/4wQzxdl1",English,"TK 45 cashback! 46GB @ TK 453, 30 days, grab it now: cutt.ly/4wQzxdl1"
normal,Send money via Rocket to this number: 01738293765,English,Send money via Rocket to this number: [PHONE]
smish,Double your savings! Call now: +8801919876543,English,Double your savings! Call now: [PHONE]
promo,"Pocket saving in interneting, get 10GB@TK158,7 days: cutt.ly/FwUC6vhp",English,"Pocket saving in interneting, get 10GB@TK158,7 days: cutt.ly/FwUC6vhp"
smish,"https://t.me/Referincomebd4536_bot?start=r04697367725

ফ্রি আবারো আসলো আপনাদের মাঝে নতুন একটি ইনকাম বট যেটি প্রতি রেফারে দিচ্ছে ৭৫ টাকা করে তাই আর দেরি না করে কাজে লেগে পরুন ☺️🫰",Bengali,[URL] ফ্রি আবারো আসলো আপনাদের মাঝে নতুন একটি ইনকাম বট যেটি প্রতি রেফারে দিচ্ছে ৭৫ টাকা করে তাই আর দেরি না করে কাজে লেগে পরুন ☺️🫰
smish,🤑Earn TK 400–500 daily 💸 in just 5 minutes. Link has all details 🤗 🗣️ Telegram required 💁🏼 https://t.me/Referincomebd4536_bot?start=r05291672775,English,🤑Earn TK 400–500 daily 💸 in just 5 minutes. Link has all details 🤗 🗣️ Telegram required 💁🏼 [URL]
normal,"০১৬৭২৫৮৩৭৮৯ নাম্বারে কল করুন, আমার টাকা দরকার।",Bengali,"[PHONE] নাম্বারে কল করুন, আমার টাকা দরকার।"
promo,"Success of Sheikh Hasina's government: 
Farmer-friendly government reduced fertilizer prices—TSP from TK 80 to 27, DAP from TK 90 to 21, and MOP from TK 70 to 20.",English,"Success of Sheikh Hasina's government: Farmer-friendly government reduced fertilizer prices—TSP from TK 80 to 27, DAP from TK 90 to 21, and MOP from TK 70 to 20."
smish,5000 TK deposited to Sonali Bank account. Click here to confirm: [https://wa.me/8801812345678](https://wa.me/8801812345678),English,5000 TK deposited to Sonali Bank account. Click here to confirm: [ [URL]
normal,তোমার জন্য একটি গল্প আছে?,Bengali,তোমার জন্য একটি গল্প আছে?
normal,"ধৈর্য ধরো, সব ঠিক হয়ে যাবে।",Bengali,"ধৈর্য ধরো, সব ঠিক হয়ে যাবে।"
smish,Call to update Bangladesh Bank account: +8801813344556,English,Call to update Bangladesh Bank account: [PHONE]
smish,🤑প্রতিদিন ৪০০-৫০০ টাকা 💸। ইনকাম‌ করুন মাত্র পাঁচ মিনিটের মধ্যে।    লিংকের মধ্যে রয়েছে বিস্তারিত 🤗 🗣️ টেলিগ্রাম থাকতে হবে 💁🏼https://t.me/Referincomebd4536_bot?start=r05291672775,Bengali,🤑প্রতিদিন ৪০০-৫০০ টাকা 💸। ইনকাম‌ করুন মাত্র পাঁচ মিনিটের মধ্যে। লিংকের মধ্যে রয়েছে বিস্তারিত 🤗 🗣️ টেলিগ্রাম থাকতে হবে 💁🏼 [URL]
smish,Bet at casino and win a free house! Start today: super1000.info/docs,English,Bet at casino and win a free house! Start today: [URL]
normal,০১৮২৭২৮৩৭৪৭ নাম্বারে বিকাশ করুন।,Bengali,[PHONE] নাম্বারে বিকাশ করুন।
promo,Prime Bank car loan special! New car financing up to 80% loan amount. Drive your dream car!,English,Prime Bank car loan special! New car financing up to 80% loan amount. Drive your dream car!
smish,"Your loan has been approved! Click this link now to get TK5,00,000 loan at only 5% interest",English,"Your loan has been approved! Click this link now to get TK5,00,000 loan at only 5% interest"
smish,"With the smartphone in your hand, if you want to earn online safely 100%, contact us. There is no withdrawal option, no hassle with withdrawal. If you earn one taka, you can cash it out. 100% desatellized project, so once activated you can earn for life. Telegram : @TanimHasan7 Our telegram group link https://t.me/forsagec77",English,"With the smartphone in your hand, if you want to earn online safely 100%, contact us. There is no withdrawal option, no hassle with withdrawal. If you earn one taka, you can cash it out. 100% desatellized project, so once activated you can earn for life. Telegram : @TanimHasan7 Our telegram group link [URL]"
normal,আপনি কি খবর?,Bengali,আপনি কি খবর?
normal,You are made for success.,English,You are made for success.
normal,What's the plan today?,English,What's the plan today?
smish,একটি ক্লিকে বিস্তারিত জানুন কীভাবে ইনকাম করতে হয়! ঘরে বসে মোবাইল থেকে টাকা ইনকাম করুন: https://refer.mslgames.com/YfrcqEcoToos53HN7,Bengali,একটি ক্লিকে বিস্তারিত জানুন কীভাবে ইনকাম করতে হয়! ঘরে বসে মোবাইল থেকে টাকা ইনকাম করুন: [URL]
smish,Earn money using mobile! New 2023 method. Join for details: https://t.me/Poolsclub,English,Earn money using mobile! New 2023 method. Join for details: [URL]
promo,79 paisa per minute call rate offer for 15 days. Recharge with 119TK.,English,79 paisa per minute call rate offer for 15 days. Recharge with 119TK.
normal,"আপনার বিদ্যুৎ বিল বাকি আছে ৭২০০/- টাকা, জরুরি।",Bengali,"আপনার বিদ্যুৎ বিল বাকি আছে ৭২০০/- টাকা, জরুরি।"
smish,অভিনন্দন! আপনি Amazon উপহার কার্ডে $1000 জিতেছেন। দাবি করতে নীচের লিঙ্কে ক্লিক করুন. bit.ly/45673,Bengali,অভিনন্দন! আপনি Amazon উপহার কার্ডে $1000 জিতেছেন। দাবি করতে নীচের লিঙ্কে ক্লিক করুন. bit.ly/45673
smish,"মাত্র ২০০ টাকা ইনভেস্ট করে জিতুন ২০০% পর্যন্ত স্বাগত বোনাস Nagad88 এ, যে কোনো পরিমাণ টাকা তুলতে পারবেন। ",Bengali,"মাত্র ২০০ টাকা ইনভেস্ট করে জিতুন ২০০% পর্যন্ত স্বাগত বোনাস Nagad88 এ, যে কোনো পরিমাণ টাকা তুলতে পারবেন।"
promo,"ঈদ কেনাকাটা হোক ডায়মন্ড ওয়ার্ল্ডের সাথে, উপভোগ করুন ডায়মন্ড গহনায় ২৫%ছাড় ও গোল্ডের আকর্ষণীয় কালেকশন। ভিজিট:qrco.de/beuAOs, ০১৭১৩১৯৯২৭০",Bengali,"ঈদ কেনাকাটা হোক ডায়মন্ড ওয়ার্ল্ডের সাথে, উপভোগ করুন ডায়মন্ড গহনায় ২৫%ছাড় ও গোল্ডের আকর্ষণীয় কালেকশন। ভিজিট:qrco.de/beuAOs, [PHONE]"
promo,"২০০৳ ক্যাশব্যাক শেষ দিন! ৬১জিবি+১০০০মি@৳৬৯৯,৩০দিন: cutt.ly/OwG5T3ub",Bengali,"২০০৳ ক্যাশব্যাক শেষ দিন! ৬১জিবি+১০০০মি@৳৬৯৯,৩০দিন: cutt.ly/OwG5T3ub"
normal,Hope your medical test results come back normal. I'm sure everything will be fine. Stay positive!,English,Hope your medical test results come back normal. I'm sure everything will be fine. Stay positive!
normal,"সবকিছু ঠিকঠাক হবে, চিন্তা কোরো না।",Bengali,"সবকিছু ঠিকঠাক হবে, চিন্তা কোরো না।"
promo,"Pro-level TK55 cashback 35GB+500min@TK444, 30 days: cutt.ly/XernQ63M",English,"Pro-level TK55 cashback 35GB+500min@TK444, 30 days: cutt.ly/XernQ63M"
smish,জনতা ব্যাংক থেকে জরুরি বার্তা। কল করুন: +8801719900112,Bengali,জনতা ব্যাংক থেকে জরুরি বার্তা। কল করুন: [PHONE]
promo,"Buy 3, 5 and 10 katha plots of Navana adjacent to Purbachal – 01847-214019",English,"Buy 3, 5 and 10 katha plots of Navana adjacent to Purbachal – [PHONE]"
promo,"১০০৳ ক্যাশব্যাকে ৩১জিবি+৪৫০মি.@৩৯৯৳,৩০দিন, নিয়ে নাও: cutt.ly/2wQlYv6U",Bengali,"১০০৳ ক্যাশব্যাকে ৩১জিবি+৪৫০মি.@৩৯৯৳,৩০দিন, নিয়ে নাও: cutt.ly/2wQlYv6U"
promo,Walton factory outlet! electronics 35% off. Dhanmondi showroom!,English,Walton factory outlet! electronics 35% off. Dhanmondi showroom!
smish,ফুটবলে বাজি ধরুন এবং একটি বিলাসবহুল গাড়ি জিতুন। ক্লিক করুন: phlebolog.com.ua/libraries/joomla/results.php,Bengali,ফুটবলে বাজি ধরুন এবং একটি বিলাসবহুল গাড়ি জিতুন। ক্লিক করুন: [URL]
smish,"Get BDT 2,000 discount on your next Grameenphone recharge.",English,"Get BDT 2,000 discount on your next Grameenphone recharge."
normal,"আব্বু, আজ বৃষ্টি হচ্ছে। আপনি ছাতা নিয়ে বের হবেন।",Bengali,"আব্বু, আজ বৃষ্টি হচ্ছে। আপনি ছাতা নিয়ে বের হবেন।"
smish,"Earn TK 400,000 by investing TK 200,000! Call: +8801710900912",English,"Earn TK 400,000 by investing TK 200,000! Call: [PHONE]"
normal,"Call this number 01672583789, I need money.",English,"Call this number [PHONE] , I need money."
normal,এখানে অবস্থান করতে চাও?,Bengali,এখানে অবস্থান করতে চাও?
normal,Good morning! Hope you slept well. Don't forget about our meeting at 3 PM today.,English,Good morning! Hope you slept well. Don't forget about our meeting at 3 PM today.
promo,"TK200 cashback last day, get 61GB+1000mi@TK699, 30 days: cutt.ly/FwQhpKHc",English,"TK200 cashback last day, get 61GB+1000mi@TK699, 30 days: cutt.ly/FwQhpKHc"
smish,সতর্কতা ! অর্ডার আইডি #MFHK98Z SONY Alpha SLT-A55 DSLR ক্যামেরার জন্য AMZ-এ আপনার কার্ড থেকে $765.00 চার্জ করা হয়েছে। বাতিল এবং ফেরত পেতে? আমাদের কল করুন + 1844 6620 383,Bengali,সতর্কতা ! অর্ডার আইডি #MFHK98Z SONY Alpha SLT-A55 DSLR ক্যামেরার জন্য AMZ-এ আপনার কার্ড থেকে $765.00 চার্জ করা হয়েছে। বাতিল এবং ফেরত পেতে? আমাদের কল করুন + 1844 6620 383
normal,আগামীকাল ঈদের শপিং করতে যাবো। তুমি কি যাবে সাথে?,Bengali,আগামীকাল ঈদের শপিং করতে যাবো। তুমি কি যাবে সাথে?
promo,নতুন ফ্যাশন কালেকশনে ২০% ডিসকাউন্ট। আজই আসুন!,Bengali,নতুন ফ্যাশন কালেকশনে ২০% ডিসকাউন্ট। আজই আসুন!
normal,Hope your mother is feeling better today. Sending positive thoughts and prayers for recovery.,English,Hope your mother is feeling better today. Sending positive thoughts and prayers for recovery.
smish,Bet on ISL and win a new smartphone. Click here: super1000.info/docs,English,Bet on ISL and win a new smartphone. Click here: [URL]
smish,You can earn 20 to 30 thousand per month 🌺\nContact number 01761693374 💢,English,You can earn 20 to 30 thousand per month 🌺\nContact number [PHONE] 💢
normal,This hardship will also pass.,English,This hardship will also pass.
smish,"আজই আইপিএলে বাজি ধরুন এবং ১০,০০০ টাকা ক্যাশব্যাক জিতুন। শুরু করুন: promusic.co/components/interbank.com/",Bengali,"আজই আইপিএলে বাজি ধরুন এবং ১০,০০০ টাকা ক্যাশব্যাক জিতুন। শুরু করুন: [URL]"
smish,"Follow this link to claim your free reward, contact: 01956789215",English,"Follow this link to claim your free reward, contact: [PHONE]"
smish,Your broadband bill overdue 2200 TK. Disconnection in 2 hours: internet-bill.bd/urgent Pay now!,English,Your broadband bill overdue 2200 TK. Disconnection in 2 hours: [URL] Pay now!
promo,"118TK cashback on 118TK recharge from Nagad to GP! May 6, 3pm-7pm, first come first served. Plus 5GB for 7 days! Dial *167#",English,"118TK cashback on 118TK recharge from Nagad to GP! May 6, 3pm-7pm, first come first served. Plus 5GB for 7 days! Dial *167#"
normal,I want to give time to build a book reading family.,English,I want to give time to build a book reading family.
promo,"Daraz Electronics Fair চলছে! ল্যাপটপ, হেডফোন আর টিভি কিনুন সর্বোচ্চ ৪০% ডিসকাউন্টে। অফার শেষ হবে ৩ দিনের মধ্যে।",Bengali,"Daraz Electronics Fair চলছে! ল্যাপটপ, হেডফোন আর টিভি কিনুন সর্বোচ্চ ৪০% ডিসকাউন্টে। অফার শেষ হবে ৩ দিনের মধ্যে।"
promo,"১৫০৳ ক্যাশব্যাকে সেরা অফার ৬১জিবি+১০০০মি@ ৳৭৪৯, ৩০দিন: cutt.ly/NwYKElsc",Bengali,"১৫০৳ ক্যাশব্যাকে সেরা অফার ৬১জিবি+১০০০মি@ ৳৭৪৯, ৩০দিন: cutt.ly/NwYKElsc"
smish,"Congratulations! You have won 50,000 taka cash prize. To claim your prize, call 018XXXXXXXXX.",English,"Congratulations! You have won 50,000 taka cash prize. To claim your prize, call 018XX."
smish,"প্রিয় ব্যবহারকারী, আপনার ফেসবুক একাউন্ট স্থগিত হবে। পুনরুদ্ধার করতে আপনার মোবাইল OTP দিন এই লিঙ্কে: facebook-bdverify.org।",Bengali,"প্রিয় ব্যবহারকারী, আপনার ফেসবুক একাউন্ট স্থগিত হবে। পুনরুদ্ধার করতে আপনার মোবাইল OTP দিন এই লিঙ্কে: [URL]"
normal,"Brother, Azhar brother asked to meet you. About M.Phil Synopsis",English,"Brother, Azhar brother asked to meet you. About M.Phil Synopsis"
smish,Click here to update Janata Bank account: https://t.me/JanataUpdateBot3,English,Click here to update Janata Bank account: [URL]
smish,Earn TK 46 lakh for free from 46 mining apps - from home with mobile,English,Earn TK 46 lakh for free from 46 mining apps - from home with mobile
normal,পরের সপ্তাহে কক্সবাজার যাওয়ার প্ল্যান করছি। সমুদ্র দেখতে উত্তেজনা আছে।,Bengali,পরের সপ্তাহে কক্সবাজার যাওয়ার প্ল্যান করছি। সমুদ্র দেখতে উত্তেজনা আছে।
smish,Call to update your internet package +8801714455667,English,Call to update your internet package [PHONE]
smish,আপনার ক্রেডিট স্কোর আপডেট করতে কল করুন +8801715566778,Bengali,আপনার ক্রেডিট স্কোর আপডেট করতে কল করুন [PHONE]
promo,"Call duration 00:00:44, charged 0.92 TK, remaining balance is 0.41 TK",English,"Call duration 00:00:44, charged 0.92 TK, remaining balance is 0.41 TK"
smish,জনতা ব্যাংক অ্যাকাউন্ট আপডেট করতে এখানে ক্লিক করুন: https://t.me/JanataUpdateBot3,Bengali,জনতা ব্যাংক অ্যাকাউন্ট আপডেট করতে এখানে ক্লিক করুন: [URL]
normal,আজকের পরিকল্পনা কি?,Bengali,আজকের পরিকল্পনা কি?
promo,Banglalink Game Portal-এ সাবস্ক্রিপশন এখন মাত্র ১২ টাকা প্রতিদিন। খেলা হোক আরও মজার। সক্রিয় করতে *5000# ডায়াল করুন।,Bengali,Banglalink Game Portal-এ সাবস্ক্রিপশন এখন মাত্র ১২ টাকা প্রতিদিন। খেলা হোক আরও মজার। সক্রিয় করতে *5000# ডায়াল করুন।
smish,"Play now, win 5 smartphones! Don't miss the opportunity, click: https://cutt.ly/Deo ; charge including tax TK 2.78/day.",English,"Play now, win 5 smartphones! Don't miss the opportunity, click: [URL] ; charge including tax TK 2.78/day."
smish,Your bKash account has been blocked. Click here to reactivate: https://wa.me/8801719876543,English,Your bKash account has been blocked. Click here to reactivate: [URL]
normal,"আমি ঠিক আছি, আপনি কেমন আছেন?",Bengali,"আমি ঠিক আছি, আপনি কেমন আছেন?"
promo,Domino's special: Buy any large pizza get medium pizza FREE! Call 16307 or order online now.,English,Domino's special: Buy any large pizza get medium pizza FREE! Call 16307 or order online now.
normal,I want to work as a director of an organization.,English,I want to work as a director of an organization.
normal,"Hi, what's happening?",English,"Hi, what's happening?"
normal,"আজকে দুপুরে কাবাব খেতে খেতে মনে পড়লো, তুমি গত বছর বলেছিলে এই রেস্টুরেন্টে যেও। সত্যিই দারুণ লেগেছে।",Bengali,"আজকে দুপুরে কাবাব খেতে খেতে মনে পড়লো, তুমি গত বছর বলেছিলে এই রেস্টুরেন্টে যেও। সত্যিই দারুণ লেগেছে।"
normal,আজ বিকেলে এক কাপ চা খেতে খেতে হঠাৎ পুরোনো দিনের কথা মনে পড়ছিলো। স্কুলের সময়কার আড্ডাগুলো সত্যিই অসাধারণ ছিল।,Bengali,আজ বিকেলে এক কাপ চা খেতে খেতে হঠাৎ পুরোনো দিনের কথা মনে পড়ছিলো। স্কুলের সময়কার আড্ডাগুলো সত্যিই অসাধারণ ছিল।
promo,সেনাবাহিনীতে সৈনিক পদে যোগদানের জন্য ১০ জানুয়ারি ২০২৪ হতে ১৫ ফেব্রুয়ারি ২০২৪ পর্যন্ত আবেদন আহবান করা হচ্ছে। নিয়োগ বিজ্ঞপ্তিতে প্রকাশিত নির্দেশনা অনুযায়ী টেলিটক সিমের মাধ্যমে আবেদন করতে হবে,Bengali,সেনাবাহিনীতে সৈনিক পদে যোগদানের জন্য ১০ জানুয়ারি ২০২৪ হতে ১৫ ফেব্রুয়ারি ২০২৪ পর্যন্ত আবেদন আহবান করা হচ্ছে। নিয়োগ বিজ্ঞপ্তিতে প্রকাশিত নির্দেশনা অনুযায়ী টেলিটক সিমের মাধ্যমে আবেদন করতে হবে
smish,200TK free bonus! Chance to win 5000TK. https://cutt.ly/JiliG,English,200TK free bonus! Chance to win 5000TK. [URL]
normal,I want to spend time with my family.,English,I want to spend time with my family.
