text_clean,campaign
Your ATM card blocked due to security reasons. Unblock: [URL],1
"Urgent. Post Name: FPO & Branch Accountant. Your Exam Date:04/05/24 (Saturday). Time:09:00 AM. Venue: Sylhet Zone Office. Bring 2 passport photos, CV, manual job application (in Bengali), referral form (if any), NID photocopy, attested copies of original certificates. Address: Baitul Jannat Jame Masjid opposite, Shahjalal Upashahar Main Road. Contact: [PHONE] . Apply to: Deputy Director, HR Department, Head Office, Ring Road, Adabor Dhaka 1207.",1
"Earn TK15,000 by investing TK5,000! Call: [PHONE]",1
Banking fraud detected. Secure account immediately: click verify-account-bd.tk,1
"আপনি অনলাইনে একটি খণ্ডকালীন/পূর্ণ-সময়ের চাকরির জন্য নির্বাচিত হয়েছেন। কাজটি খুবই সহজ, কোন সময় সীমা নেই, কোন স্থানের সীমা নেই, এটি ঘরে বসে করা যায়, দৈনিক বেতন 1000-5000TK, একটি চাকরি খুঁজতে হোয়াটসঅ্যাপ ম্যানেজারের সাথে যোগাযোগ করুন: [URL]",5
"Network marketing করে daily TK500-TK5000 💸 income করতে চান? কীভাবে করবেন আমি শেখাবো free, কোনো টাকা লাগবে না। আগে কাজ দেখবেন, প্রমাণ দেখবেন, ভালো লাগলে কাজ করবেন। কেউ করতে চাইলে inbox করুন ❤️‍🩹",5
"বাংলালিংক থেকে আপনার নাম্বারে ১০,০০০ টাকা লোন অনুমোদিত হয়েছে। টাকার জন্য আপনার PIN কোড দিন এই লিঙ্কে: [URL]",5
[URL] Account khullei. Ura dhura free income. Bishash na hole. Tumi nijei dekhe nao.,6
"নগদ অ্যাকাউন্ট থেকে ৫,০০০ টাকা পুরস্কার জিতেছেন! বিস্তারিত জানতে কল করুন: [PHONE]",9
Your Jamuna Bank account requires tax clearance certificate. Submit: [URL],1
"Your loan application successful হয়েছে। To receive the fund, please send us a processing fee of ৳2,000। More info এর জন্য, এই number এ call করুন।",1
Mashrafi র সাথে free trip জিততে আজই casino তে bet ধরুন। Click করুন: xini.eu/00Qe,0
Your NRB Commercial Bank trade finance suspended. Restore: [URL],1
জনতা ব্যাংক থেকে জরুরি বার্তা। বিস্তারিত জানতে এখানে ক্লিক করুন: [URL],2
"Priyo grahak, apnar City Bank credit card update kora proyojon. doya kore apnar tothho nischit korte 018XX number e call korun.",8
sonali bank account update korte ekhane click korun: [URL],8
আপনার ব্যাংক অ্যাকাউন্টের নোটিফিকেশন পাওয়া যাচ্ছে না। দয়া করে এখানে ক্লিক করুন: [URL],2
আপনার paymentটি process করতে আমাদের আপনার information প্রয়োজন। এখানে click করুন: [URL],2
"গ্রামীণফোন গ্রাহক, আপনার সিম ব্লক হয়ে যাবে যদি ২৪ ঘণ্টার মধ্যে NID যাচাই না হয়। এখনই [URL] এ লগইন করুন।",5
আপনার credit card-এর information verify করতে হবে। Please এখানে click করুন: [URL],2
CRITICAL: Your MTB Bank credit card compromised. Block now: [URL] or thieves steal funds,1
আপনার হাতে যদি daily 3-4 ঘণ্টা সময় free থাকে তাহলে যানাবেন। আশা করি খুব ভালো একটা কাজের chance দিতে পারবো। inbox করেন,5
আপনার লেনদেন সুরক্ষার জন্য অবিলম্বে লগইন করুন: [URL],5
আপনার electricity bill pay না হওয়ায় connection কেটে দেয়া হবে। Call করুন [PHONE],3
"বিলম্বে আপনার টাকা পাবেন না, দ্রুত কল করুন: [PHONE]",9
Sonali Bank থেকে alert: account suspend হতে পারে। Confirm করুন [URL],3
"Dear customer, your internet service is about to be shut down. Click here to restart: [URL]",7
আসসালামুআলাইকুম! আপনি কি বাড়িতে বসে কোন টাকা ইনভেস্টমেন্ট না করে টাকা ইনকাম করতে চান? তাহলে আমাদের বট এ কাজ করুন। আমাদের বট এ আপনি কোন ইনভেস্টমেন্ট ছাড়া ইনকাম করতে পারবেন। বট লিঙ্ক: [URL],5
"bKash থেকে ১,০০০ টাকা prize জিতেছেন! Detail জানতে এখানে click করুন: [URL]",2
Call to update your driving license [PHONE],1
"আপনার DBBL account থেকে ৳35,000 withdrawal detect করা হয়েছে। This is a fraudulent transaction. To cancel, dial 16216 immediately।",3
Mashrafi r shathe ekanto shomoy katanor sujog pete BPL e baji dhorun. Click korun: xini.eu/00Qe,6
মাশরাফির সাথে ফ্রি ট্রিপ জিততে আজই ক্যাসিনোতে বাজি ধরুন। ক্লিক করুন: xini.eu/00Qe,0
"DBBL account holder, apnar account e aksho 15,000TK er unauthorized transaction attempt hoyeche Malaysia theke. Ei suspicious activity temporarily block kora hoyeche. Account secure korte please visit [URL] immediately and submit apnar OTP with PIN. Jodi verification na koren, account permanently suspend hoye jabe ar apnar taka harie jete pare.",8
Apnar insurance policy update korte ekhane click korun: [URL],8
"DBBL Credit Card গ্রাহক, আপনার কার্ড লিমিট বাড়াতে এখনই আপনার পাসওয়ার্ড ও CVV দিন: [URL]",5
"Just 1 minute এ 1 লাখ টাকা prize! ঘরে বসে online quiz খেলে জিতুন 1 লাখ টাকা. Answer মাত্র ৩টি question, visit: [URL]",5
আপনার ডেবিট কার্ডের সীমা বৃদ্ধি করতে এখানে ক্লিক করুন: [URL],2
আপনার কাছে Amazon থেকে $200 নগদ মূল্য রয়েছে 2 দিনের মধ্যে মেয়াদ শেষ হবে৷ আমরা আপনাকে $500 পর্যন্ত পাওনা দিতে পারি। একটি সাম্প্রতিক সিদ্ধান্তের কারণে গত বছর আমরা আপনাকে অনেক বেশি চার্জ করতে পেরেছি। আপনার স্বয়ংক্রিয় সঞ্চয় প্রস্তুত.,5
New SIM নিন এবং free ৫০GB internet পান! Click করুন: [URL],5
Income tax refund 8500 TK ready for collection. Claim: tax-refund-bd.gov/collect Code: TR9923,1
"সোনালী ব্যাংক জানাচ্ছে, আপনার অ্যাকাউন্টে সন্দেহজনক লগইন চেষ্টা হয়েছে। যাচাই করতে [URL] ভিজিট করুন।",5
আপনার সিভি আমাদের চাকরির জন্য নির্বাচিত হয়েছে। দিনে ২-৩ ঘণ্টা কাজ করেই বাড়ি বসে রোজ ৮ হাজার টাকা বেতন পাবেন। অফার লেটার গ্রহণ করতে এই লিঙ্কে ক্লিক করুন।,5
Please update your credit card immediately. Click here: [URL],7
আপনার ব্যবসার জন্য ডিজাইন এবং মার্কেটিং সম্পর্কে জানুন! প্রফেশনাল পরামর্শ পান এবং ব্যবসা পরিচালনা এর দিকে তাকিয়ে চলুন। যোগাযোগ করুন বিস্তারিত জানতে এই লিঙ্কে ক্লিক [URL],5
Southeast Bank warning: Account will close in 3 hours. Prevent: [URL],1
Prime Bank থেকে urgent notification: account block হতে পারে। Visit [URL],3
"Jonota Bank theke 2,000 taka puroshkar jitechen! Bistarito jante ekhane click korun: [URL]",6
Apnar mobile application update korte call korun [PHONE],8
আপনার Dutch-Bangla Bank account unusual activity detect হয়েছে। Verify at [URL] now,3
Click here to increase your credit card limit: [URL],7
Your vehicle insurance expired. Immediate renewal required 8500 TK: [URL],1
"2,00,000 taka biniyoge 4,00,000 taka orjon korun! Call korun: [PHONE]",6
Get a chance to spend a day with Mashrafe by betting on BPL. Join: xini.eu/00Qe,4
Your driving license expired! Renew immediately or pay 5000TK fine.,1
Emergency: Your mother is in hospital. Send 5000 TK for treatment: [URL],1
"গ্রামীণফোন জানাচ্ছে, আপনার নম্বরে ভুয়া কল শনাক্ত হয়েছে। আপনার সিম ব্লক এড়াতে এখনই [URL] এ গিয়ে NID ও জন্মতারিখ দিন। যাচাই না করলে ২৪ ঘণ্টার মধ্যে সেবা স্থগিত হবে।",5
জরুরি নোটিশ: আপনার মেডিকেল রেকর্ড চুরি। সুরক্ষিত: protect-medical.ml,5
Bet on European Championship and win a luxury hotel booking. Click: [URL],4
City Bank urgent: Apnar internet banking access suspend hote cholche for suspicious device login. Please verify ekhuni [URL] Delay hole apnar taka transfer hoye jabe automatically.,8
Tax audit penalty 22738 TK due immediately: [URL],1
Bitcoin নিয়ে special offer! এখনই login করুন: [URL],5
"priyo shikkharthi, madhyamik porikkhay uttirno howay abhinondon. ajker tumi agami Bangladesher vobisshot, amra tomar opekkhay. Cumilla City College (EIIN:134648) Kotbari, Cumilla Mobile: [PHONE]",1
Career planning e shahaijyo nin! Apnar jonno adorsho kormosthal nirbachon korun ebong shothik koushol porikolpona korun. Professional shahaijyo pan - [PHONE],6
"আপনার ডাচ্-বাংলা ব্যাংক ক্রেডিট কার্ডে অননুমোদিত ৭৫,০০০ টাকা চার্জ হয়েছে। বাতিল করতে দ্রুত [URL] এ লগইন করুন এবং OTP প্রদান করুন।",5
Bangladesh Bank theke jururi barta. Bishtar janate ekhane click korun: [URL],6
"499 takay jitun 1 lakh taka, bistarito [URL]",6
আপনার রবি অ্যাকাউন্ট ব্লক করা হবে। পুনরায় চালু করতে [URL] এ গিয়ে লগইন করুন।,5
DBBL card renewal request: Apnar ATM card expire hote cholche. Renewal korte application form fillup korun ekhuni: [URL] Dheri korle card permanently cancel hoye jabe.,8
Congratulations! Dutch-Bangla lucky draw prize ৬ লাখ TK। Claim করতে visit করুন [URL] with code 9187 before ২৫ Sep,3
Bet on IPL today to get a chance for private meeting with Shakib Al Hasan. Start now: xini.eu/00Qe,4
Your phone number needs verification. Click here: [URL],7
আপনার bKash account temporary block হয়েছে। Reactivate করতে এখনই visit করুন [URL] and submit OTP 4529,3
প্রতিদিন ৫০০-৭০০ TK income করুন! Flexiload SIM ব্যবহার করে ঘরে বসে। Details জানতে inbox করুন।,5
আপনার bKash অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় সক্রিয় করতে এখানে ক্লিক করুন: [URL],2
Online search দিন প্রিয় casino এবং জিতে নিন হাজার হাজার bonus মাত্র কয়েক ঘন্টায়।,5
Error detected in Bangladesh Bank account. Click here for details: [URL],7
Start betting today to win game jerseys with Mashrafe! Start: [URL],4
Billing issue detected in your Dutch-Bangla Bank account. Click to resolve: cutt.ly/U6zMFTY,1
"আপনার বিকাশ অ্যাকাউন্ট থেকে ৯,৮৫০ টাকা কেটে নেওয়া হয়েছে। ভুল হলে এখনই এই লিঙ্কে গিয়ে (bKash-refund.me) তথ্য দিন।",5
❤️Keu jodi online e kaj korte chan ad fee chara tahole inbox korun jototuku pari shahajjo kormu inshallah 🫶🫶🫶 📣💁‍♂️ Din bodlachhe network marketder. 🧑‍💻 ❤️‍🔥 Ekhon bishshe pray 32 lakh torun toruni network marketing niye kaj korchen. Ghore boshei ay koren dollar. Onderdero sujog kore dichhen. 🥀 Inshallah apnarao income paben 🥀 😊 Free income site link- [URL],6
"যেটা থেকে প্রতি কাজ করার পর আপনি ১২০০ টাকা পাবেন,,, এই জবটা করার জন্য আপনার একটা টাকা ইনভেস্ট করতে হবে না ফ্রি তে এই জব করতে পারবেন।",5
Bangladesh Bank account-এ error দেখা দিয়েছে। Call করুন: [PHONE],3
Bkash refund system: Apnar account e 2500TK refund wait korche but verify korte hobe. OTP pathan [PHONE] e or click korun: [URL] Apni verification complete na korle taka cancel hoye jabe.,8
Click here to verify your mobile number: [URL],7
"akorshoniyo chakri ebong porashona, mashik beton 2 lakh+ ebong PR sujog @ dokkhin Korea. binamulle shikkhadan ebong bashosthan. [PHONE] [PHONE]",6
Joruri vittite niyog: Office shohokari Thaka khawar shundor bebostha ache,6
"Obhinondon! Apni Airtel lottery te 5,00,000 BDT jitechen. Apnar puroskar dabi korte, apnar bektigoto biboran pathan 017XX e.",8
Your National Bank pension account frozen by government. Unfreeze: [URL],1
E-comerch Platform ( No Fee ) আমাদের কোম্পানিতে কাজ করে প্রতিদিন $10/$15 USDT আয় করতে চাইলে Inbox,5
Sweet news! আপনি একজোড়া movie ticket জিতেছেন! Prize claim করতে click করুন: [URL],3
Your CV has been selected for our job. Work 2-3 hours daily from home and get 8 thousand taka salary daily. Click this link to receive offer letter.,1
"আপনার সোনালী ব্যাংক অ্যাকাউন্টে সন্দেহজনক লেনদেন শনাক্ত হয়েছে। এখনই যাচাই করতে এই লিঙ্কে যান: [URL] এবং আপনার OTP দিন, না হলে অ্যাকাউন্ট স্থগিত হবে।",5
উপবৃত্তির 4200 টাকার জন্য Contact করুন: [PHONE] শিক্ষা বোর্ড,5
ঘরে বসে অনেক ভাবে ইনকাম করা যায়। যেমন কেউ ইউটিউবে ভিডিও তৈরি করে কেউ ব্লক তৈরি করে কেউ রিভিউ দেয় ইত্যাদি করে ইনকাম করা যায়। যদি আপনি এগুলা করতে না পারেন আরো সহ্জ পদ্ধতিতে দিতে ইনকাম করতে পারেন। এই অ্যাপসটা থেকে আমি অনেক টাকা ইনকাম করেছি। মাত্র ৫০ টাকা হলেই টাকা বিকাশে উইড্রো করা যায়। ভালো লাগলে অন্যদের সাথেও শেয়ার করুন আর নিচের দেয়া লিংক থেকে অ্যাপসটি ডাউনলোড করে নিবেন। বি: দ্রষ্টব্য: গেমটি ডাউনলোড হতে একটু সময় লাগে তাই ধৈর্য ধরে Download দিয়ে রাখুন। Join MSL to play exciting games online and WIN real CASH daily. Download MSL APP Now [URL],5
আপনার bank account-এ login problem হচ্ছে? এখানে click করুন: [URL],2
❤️কেউ যদি online এ কাজ করতে চান ad fee ছাড়া তাহলে inbox করুন যতটুকু পারি help করমু ইনশাআল্লাহ 🫶🫶🫶 📣💁‍♂️ দিন বদলাচ্ছে network marketer দের। 🧑‍💻 ❤️‍🔥 এখন বিশ্বে প্রায় 32 lakh তরুণ তরুণী network marketing নিয়ে কাজ করছেন। ঘরে বসেই earn করেন dollar। অন্যদেরও opportunity করে দিচ্ছেন। 🥀 ইনশাল্লাহ আপনারাও income পাবেন 🥀 😊 Free income site link- [URL],5
1 minute-e 1 lakh TK purushkar. Ghore bose online-e quiz kheley 1 lakh TK purushkar jitun. Shudhu matro 3ti proshner shothik uttor diye jite nin 1 lakh TK purushkar. Proshno emon bodle debe jibon. Shudhu dekhle hobe na khelete hobe. Quiz na khelen purushkar jitben kivabe? visit: [URL],1
বাংলাদেশ ব্যাংক অ্যাকাউন্ট আপডেট করতে এখানে ক্লিক করুন: [URL],2
"Dear Candidate, You have been selected for a preliminary interview for the position of ""Relationship Executive"" at BRAC Bank PLC under the employment of Mhadi Support Services Limited. Date - April 29 (Monday), 2024. Time - 2:00 PM. Salary - 24000/- You must bring an updated CV and photocopy of SSC certificate. Address: Gulshan Grace, 8 South Gulshan Avenue, Level-5, 2nd Building. Gulshan-1, Dhaka. (Type: ""Mhadi Corporate Office"" on Google Maps to get location) Best wishes, Mhadi Support Services Limited.",1
Mashrafeer sathe ekanto shakhat er sujog pete BPL e baji dhorun. jog din: [URL],6
Tax department notice. Pay 15000TK fine or face legal action. Link: [URL],1
"প্রিয় customer, আপনার bKash account-এ 10,000 টাকা deposit হয়েছে। Details জানতে call করুন: [PHONE]",3
Click here to ensure your credit card security: [URL],7
Bkash fraud alert: Apnar wallet er against e 2 bar unauthorized login attempt kora hoyeche Malaysia IP theke. Apnar taka protect korte verification korte hobe. Please send OTP immediately to [PHONE] . Verification na korle wallet block hoye jabe within 12 hours.,8
আপনার number-টি একটি বিশেষ offer-এ নির্বাচিত হয়েছে! prize পেতে call করুন [PHONE],3
"আপনি job-এর review-তে pass হয়েছেন এবং daily ২,০০০ টাকা salary পাবেন। যোগাযোগ : [URL]",5
"আপনি online job-এ selected! Work from home, daily salary ১০০০-৫০০০TK, contact: [URL]",1
Bangladesh Bank account has been blocked. Call to reactivate: [PHONE],1
Your Sonali Bank internet banking suspended. Reactivate: [URL] now,1
Call [PHONE] to update your mobile banking account,1
Apni 7 vori shona jitechen! bistarito jante call korun: [PHONE],6
সতর্কতা! আপনার Bank Asia account login attempt failed হয়েছে। Reset করতে এখনই visit করুন [URL] এবং OTP verify করুন।,3
GP App লগইন ব্যর্থ হয়েছে। এখনই [URL] এ লগইন করে পাসওয়ার্ড রিসেট করুন। না হলে ২৪ ঘণ্টার মধ্যে অ্যাকাউন্ট সাসপেন্ড হবে।,5
Bet in casino to get a chance to have dinner with Mashrafe. Click: [URL],4
"Football-e baji dharun ebong 5,000 taka cashback jitun. Shuru korun: [URL]",6
Jader telegram ache tara aj theke onek taka income korte parben. [URL] Dine 1 ghonta shomoy byay kore 500💵 theke 1000💵 taka income korun. Kono ad charai. Apni kolpona korte parben na je bishal boro sujog chaachhe apnar shamne theke💸😱।tai ei sujog miss korte na chaile uporer telegram link e click korun ekhuni,6
"আপনার next Grameenphone recharge-এ BDT 2,000 discount পান।",5
DXN multinational company dichche bhata-soho uchchobetone chakrir sujog. Joruri jogajog korun [PHONE],6
💖 Do you want to learn free work? Do you want to earn alongside work? You can earn 400 to 500 TK daily? Then why delay? Contact now: [PHONE],1
Sonali Bank account-e problem হয়েছে। Call করুন: [PHONE],3
Call to recharge your mobile: [PHONE],1
"প্রিয় গ্রাহক, আপনি বাংলাদেশ লটারি থেকে ৫ লক্ষ টাকা জিতেছেন! দাবি করতে এখনই passport কপি এবং মোবাইল নম্বর পাঠান [URL] এ।",5
আপনার EXIM Bank card unusual transaction detect হয়েছে। Protect করতে visit করুন [URL] এবং OTP 7932 submit করুন,3
Your Mercantile Bank savings account frozen due to security breach. Unfreeze with fee 41258 TK: [URL],1
DBBL online banking suspended. Activate korte account details din: dbbl-secure.tk,1
"প্রিয় ব্যবহারকারী, আপনি একটি বিনামূল্যের কনসার্টের টিকিট জিতেছেন। এই বার্তায় 'CONCERT' উত্তর দিন।",5
বাংলাদেশ ব্যাংক থেকে গুরুত্বপূর্ণ বার্তা। বিস্তারিত জানতে এখানে ক্লিক করুন: [URL],2
"এখনই খেলুন এবং জিতে নিন ১০টি Xiaomi স্মার্টফোন! দ্রুত করুন, ক্লিক: [URL]",5
"যুক্তরাজ্যে নিবন্ধিত নার্স হিসাবে একটি ক্যারিয়ার তৈরি করুন , মাসিক মিনিমাম সহ 2 বছরের কাজের ভিসা। প্রারম্ভিক বেতন ৩ লাখ টাকা বিএসবি,ঢাকা Please Contact Us: [PHONE] , [PHONE]",5
Your number has been selected for a special offer! Call to get prize [PHONE],1
Call to receive your prize money: [PHONE],1
Mashrafi-র সাথে free hotel booking জিততে BPL-এ bet করুন। Join করুন: [URL],4
"গ্রামীণফোন গ্রাহক, আপনার সিম বন্ধ হয়ে যাবে যদি NID যাচাই না করেন। ভিজিট করুন: [URL]",5
বিপিএলে বাজি ধরুন এবং ৭ দিনের জন্য একটি ফ্রি ছুটি জিতুন। শুরু করুন: [URL],0
Insurance claim rejected. Appeal fee 31584 TK: [URL],1
Urgent message from Janata Bank. Click here for details: [URL],7
আপনার mobile recharge করতে call করুন: [PHONE],3
Police case filed against you. Settlement 19687 TK: [URL],1
"Invest TK 5,000 and get TK 20,000! Call: [PHONE]",1
Apnar binamulyo puraskar daabi korte ei link ti anushoron korun: [URL],8
আপনার phone number verify করা দরকার। Click করুন: [URL],3
bKash account-e truti dekha diyeche. Druto somadhaner jonno call korun: [PHONE],6
* FIFA 2022 World Cup দেখার জন্য worldwide people-কে free 50GB data দেয়৷* * I have received mine.** Open করুন* [URL],5
শাকিব আল হাসানের সাথে একান্ত সাক্ষাতকারের সুযোগ পেতে বেটিং করুন। এখনই ক্লিক করুন: [URL],5
"Win 1 lakh taka for TK 499, details [URL]",1
"EBL er taraf theke bolchi, apnar credit card duplicate use detect kora hoyeche. Ei karone temporarily freeze kora hoise. Unlock korte ekhuni SMS reply din with apnar last 4 digit of card. Apnar taka bachaite ekdom deri korben na.",8
Dutch Bangla Bank KYC mismatch: Apnar account e details wrong detected. Please submit apnar voter ID photo within 12hr. Failure hole account suspend hoye jabe.,8
Bank notice: Your account shows irregular transactions. Verify: [URL] OTP: 8847,1
bKash account-e truti dekha diyeche. Druto shodhanor jonne call korun: [PHONE],6
Bangladesh Bank theke apnar jonno joruri barta. call korun: [PHONE],6
আপনার package delivery করতে একটি নতুন address প্রয়োজন। এখানে click করুন: [URL],2
অভিনন্দন! আপনি ডাচ বাংলা ব্যাংক উপবৃত্তির জন্য নির্বাচিত হয়েছেন। সঠিকভাবে নিশ্চায়ন এবং টাকাও উত্তোলনের নিয়ম জানতে নিচের লিংকে ক্লিক করুন।,5
Traffic police case filed against you. Settle 8000 TK fine: [URL] Violation: TR7394,1
আপনার credit card-এর limit increase করার জন্য call করুন [PHONE],3
Emergency: Your father hospitalized. Medical bills 35000 TK needed: [URL],1
Click here to update your insurance policy: [URL],7
সোনালী ব্যাংক ইন্টারনেট ব্যাংকিং সাসপেন্ড হয়েছে। [URL] এ যান এবং ডিটেইলস দিন।,5
আপনার পরিচয় নিশ্চিত করতে হবে। এখানে ক্লিক করুন: [URL],2
মাসে ২০ থেকে ৩০ হাজার income করতে পারবেন 🌺 যোগাযোগ number [PHONE] 💢,5
Log in for the security of your bank account: [URL],1
Your SIM will be disconnected. Reactivate korte call customer care: [PHONE],1
জনতা ব্যাংক অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে এখানে ক্লিক করুন: [URL],2
Bet on BPL to get a chance for an exclusive meeting with Mashrafi. Click now: [URL],4
"Hello, I'm ALIYE from Amazon HR. We're offering part-time work (no fees/investment). Earn 300-1200TK daily in 5-10 minutes. Interested?",1
IPL final e baji dhorun ebong 1 koti taka jitun. Ekhonii shuru korun: [URL],6
shakib al hasan er sathe free match ticket jite aji i IPL e baji dhorun. click korun: xini.eu/00Qe,6
Congratulations! Dutch-Bangla lucky draw prize ৭ লাখ TK। Claim করতে visit করুন [URL] with code 9184 before ৩০ Sep,3
গভঃ রেজিঃ - ১৮০৭২৭/২০২২ National agancy company পার্ট-টাইম চাকরি পড়াশোনার পাশাপাশি অনলাইন প্লাটফর্মে বিজ্ঞাপন প্রচার করার জন্য ছেলে মেয়ে কর্মী নিয়োগ চলছে। পদের_নামঃ কল সেন্টার মাসিক বেতনঃ 10/12 হাজার দৈনিক কাজের সময়ঃ ৪/৫ঘন্টা আগ্রহী আপুরা ও ভাইয়েরা সরাসরি ইনবক্স_এ যোগাযোগ করুন।বা ফোন . [PHONE],5
BD Police CyberCrime unit theke bolchi: Apnar SIM misuse hoyeche ekta fraud e. Suspend hobar age verification korte ekhuni apnar NID photo mail korun [URL],8
BPL baji dharun ebong ekta free ghori jitun. Ekhoni click korun: [URL],6
Apnar jonne 8500 binamulley. Eti ekhane pan: [URL] .ly/betvi,8
আপনার টেলিফোন বিল ৩ মাস বকেয়া। লাইন কাটা হবে: pay-phone.cf,5
Assalamualaikum! Do you want to earn money from home without any investment? Then work with our bot. You can earn without any investment. Bot link: [URL],1
"Dear student, মাধ্যমিক exam এ pass করায় congrats! আজকের তুমি আগামীর future, আমরা তোমার অপেক্ষায়। Cumilla City College (EIIN:134648), Kotbari, Cumilla. Mobile: [PHONE] , [PHONE]",5
European championship e baji dhoro ebong ekta bilashobohul hotel booking jitun. Click korun: [URL],6
"জরুরি সতর্কবার্তা! আপনার সোনালী ব্যাংক সেভিংস অ্যাকাউন্ট নং [PHONE] থেকে গত রাত ২টায় ৫০,০০০ টাকা অননুমোদিত লেনদেন হয়েছে। আপনার অ্যাকাউন্টের নিরাপত্তার জন্য আমরা এটি অস্থায়ীভাবে ব্লক করেছি। অবিলম্বে [PHONE] নম্বরে কল করে আপনার পিন নাম্বার ও OTP দিয়ে অ্যাকাউন্ট আনব্লক করুন।",5
অভিনন্দন! আপনি ১ কোটি টাকা লটারি জিতেছেন। আপনার পুরস্কার সংগ্রহ করতে আমাদের সাথে যোগাযোগ করুন। যোগাযোগ: [PHONE],5
আপনার number-টি একটি special offer-এ selected হয়েছে! Reward পেতে call করুন [PHONE],3
লটারি জয়ী! আপনি ২০ লক্ষ টাকা পেয়েছেন। ক্লেইম করুন: lottery-claim.cf,5
Your landline disconnected for illegal international calls. Restore with penalty 4800 TK: [URL],1
Casino-তে bet করুন এবং একটি free car win করুন! আজই join করুন: [URL],4
"URGENT: Apnar Bkash pin compromise hoyeche, notun pin set korte link e click korun: bkash-verify.tk",8
Sonali Bank theke apnar jonno joruri borto. Bistarito jante ekhane click korun: [URL],6
আপনার DBBL account এ unusual withdrawal detect হয়েছে। Verify now [URL],3
Apnar email thikanata jachhai korte ekhane click korun: [URL],8
Sthitishil kaj. Beton 1500 BDT/din. Ghore boshe kaj: cutt.ly/U6zMFGQ,6
আপনার ক্রেডিট কার্ডে অজানা একটি ট্রানজাকশন সনাক্ত করা হয়েছে। নিশ্চিতকরণের জন্য অনুগ্রহ করে এখানে লগইন করুন: [URL],5
Part-time job।বেতন 5000 BDT/দিন।ঘরে বসে কাজ : wa.me/ [PHONE],5
EBL lottery claim: Apni ekta brand new car win korechen. Collect korte processing fee pay korte hobe bkash [PHONE] e. Delay hole prize cancel hobe.,8
Important message from Bangladesh Bank. Click here for details: [URL],7
Bangladesh Bank account block হয়েছে। পুনরায় activate করতে এখানে click করুন: [URL],2
Apnar porichoy jachai korte hobe. Ekhane click korun: [URL],8
🤑 প্রতিদিন 400-500 TK 💸 income করুন মাত্র 5 মিনিটে। Details link এ 🗣️ Telegram থাকতে হবে 💁🏼: [URL],5
সোনালী ব্যাংক অ্যাকাউন্টে সমস্যা হয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: [URL],2
Apnar accountti shurakkito korte obilambe login korun: [URL],8
English Premier League-এ বাজি ধরুন এবং ১ কোটি টাকা win করুন। Start করুন: [URL],0
"এখানে প্রতিটা কাজের পর আপনি পাবেন TK1200, এই job করতে আপনাকে কোনো টাকা invest করতে হবে না, free তেই কাজ করতে পারবেন।",5
BRAC Bank reminder: Apnar account balance er against e system glitch detect hoyeche. Please login [URL] now to fix. Failure hole taka freeze hoye jabe.,8
আজই casino-তে bet ধরুন এবং একটি new car জিতুন! Click করুন: [URL],0
Sonali Bank থেকে আপনার জন্য urgent message। Details জানতে এখানে click করুন: [URL],2
Update your credit card account. Please click here: [URL],7
আপনাদের চাকরির আবেদন মঞ্জুর হয়েছে এবং বেতন প্রতিদিন ৩০০০ টাকা। যোগাযোগের তথ্য: [ [URL],5
"Priyo grahok, apnar carder tothyo update korte hobe. Doya kore druto nicher number e call korun ebong apnar pin numberti bolun. Jogajog er number: [PHONE]",8
Dutch Bangla Bank ATM card unauthorized use detect hoyeche. Apnar account safety er jonno card block kora hoise. Unlock korte please call [PHONE] now. OTP provide na korle account close hoye jabe.,8
"Those who haven't made an account in hamster yet, quickly make an account and join. Good news will come in July. Join fast [URL]",1
আপনার GP অ্যাকাউন্ট ২৪ ঘণ্টার মধ্যে ব্লক হবে যদি এখনই [URL] এ লগইন না করেন। নাম্বার ও OTP দিন।,5
Apnar mobile number verify করতে click করুন: [URL],3
Double your savings! Call now: [PHONE],1
[URL] ফ্রি আবারো আসলো আপনাদের মাঝে নতুন একটি ইনকাম বট যেটি প্রতি রেফারে দিচ্ছে ৭৫ টাকা করে তাই আর দেরি না করে কাজে লেগে পরুন ☺️🫰,5
Janata Bank account e somossa hoyeche. Kol korun: [PHONE],8
🤑Earn TK 400–500 daily 💸 in just 5 minutes. Link has all details 🤗 🗣️ Telegram required 💁🏼 [URL],1
5000 TK deposited to Sonali Bank account. Click here to confirm: [ [URL],7
"Bekar jubok, juboti, grihini, retired bektigder jonno gore bose online e sholpo somoy e prochur taka uparjon korar shuborgo sujog",6
Call to update Bangladesh Bank account: [PHONE],1
Agrani Bank urgent notice: Apnar savings account KYC incomplete. Please verify ekhuni: [URL] Verification chara account lock hoye jabe 24hr moddhe.,8
🤑প্রতিদিন ৪০০-৫০০ টাকা 💸। ইনকাম‌ করুন মাত্র পাঁচ মিনিটের মধ্যে। লিংকের মধ্যে রয়েছে বিস্তারিত 🤗 🗣️ টেলিগ্রাম থাকতে হবে 💁🏼 [URL],5
মহান Independence Day-র শুভেচ্ছা। বিশ্বস্ত ও smart banking service-এ ২৪/৭ সোনালী Bank আপনার side-এ। মোঃ আফজাল করিম CEO এন্ড MD,5
Bet at casino and win a free house! Start today: [URL],4
