label,text,source,text_clean,stripped,campaign
smish,"Jonota Bank theke 1,000 taka jitechen! Bistarito jante call korun: +8801912233445",Banglish,"Jonota Bank theke 1,000 taka jitechen! Bistarito jante call korun: [PHONE]","Jonota Bank theke 1,000 taka jitechen! Bistarito jante call korun:",9.0
smish,"আপনার BDT 5,000 গিফট কার্ড Aarong থেকে দাবি করুন। এখনই www.face3b00kurl.com ভিজিট করুন।",Bengali,"আপনার BDT 5,000 গিফট কার্ড Aarong থেকে দাবি করুন। এখনই [URL] ভিজিট করুন।","আপনার BDT 5,000 গিফট কার্ড Aarong থেকে দাবি করুন। এখনই  ভিজিট করুন।",1.0
smish,There is an issue with your Sonali Bank account. Call: +8801818788890,English,There is an issue with your Sonali Bank account. Call: [PHONE],There is an issue with your Sonali Bank account. Call:,13.0
smish,"Your Exim Bank loan payment overdue by 50,000TK. Settle: eximbank-payment.org",English,"Your Exim Bank loan payment overdue by 50,000TK. Settle: [URL]","Your Exim Bank loan payment overdue by 50,000TK. Settle:",13.0
smish,Warning! আপনার Nagad account suspicious fund transfer detect হয়েছে। Confirm now: http://nagad-alertbd.com এবং secure করুন account immediately,CodeMix,Warning! আপনার Nagad account suspicious fund transfer detect হয়েছে। Confirm now: [URL] এবং secure করুন account immediately,Warning! আপনার Nagad account suspicious fund transfer detect হয়েছে। Confirm now:  এবং secure করুন account immediately,10.0
smish,"Dear user, আপনি জিতেছেন একটি free concert ticket! এই message এ reply দিন 'CONCERT'।",CodeMix,"Dear user, আপনি জিতেছেন একটি free concert ticket! এই message এ reply দিন 'CONCERT'।","Dear user, আপনি জিতেছেন একটি free concert ticket! এই message এ reply দিন 'CONCERT'।",1.0
smish,"https://t.me/Trust_earning_Airdropbot?start=r02156081575
Proti refare 250 taka income korte parben. Uporer 2ti link e click kore start korun ebong Telegram website theke deya shei link ta apnar friend der kachey share korun.",Banglish,[URL] Proti refare 250 taka income korte parben. Uporer 2ti link e click kore start korun ebong Telegram website theke deya shei link ta apnar friend der kachey share korun.,Proti refare 250 taka income korte parben. Uporer 2ti link e click kore start korun ebong Telegram website theke deya shei link ta apnar friend der kachey share korun.,8.0
smish,"যদি আপনার hand-এ দিনের ১/২ hour free time থাকে তাহলে জানাবেন।আপনাকে কিছু process show করে দিবো আপনি সেখান থেকে income করতে পারবেন।
তাহলে এখনি Hi বলুন।.",CodeMix,যদি আপনার hand-এ দিনের ১/২ hour free time থাকে তাহলে জানাবেন।আপনাকে কিছু process show করে দিবো আপনি সেখান থেকে income করতে পারবেন। তাহলে এখনি Hi বলুন।.,যদি আপনার hand-এ দিনের ১/২ hour free time থাকে তাহলে জানাবেন।আপনাকে কিছু process show করে দিবো আপনি সেখান থেকে income করতে পারবেন। তাহলে এখনি Hi বলুন।.,1.0
smish,"সোনালী ব্যাংক কার্ড ব্যবহারকারী, আপনার CVV নম্বর অবিলম্বে sonali-update.org এ প্রদান করুন। না হলে কার্ড নিষ্ক্রিয় হবে।",Bengali,"সোনালী ব্যাংক কার্ড ব্যবহারকারী, আপনার CVV নম্বর অবিলম্বে [URL] এ প্রদান করুন। না হলে কার্ড নিষ্ক্রিয় হবে।","সোনালী ব্যাংক কার্ড ব্যবহারকারী, আপনার CVV নম্বর অবিলম্বে  এ প্রদান করুন। না হলে কার্ড নিষ্ক্রিয় হবে।",1.0
smish,Double your savings opportunity! Call: +8801718788890,English,Double your savings opportunity! Call: [PHONE],Double your savings opportunity! Call:,13.0
smish,"১১০ টাকা এড ফি
🤩টাইপিং জব করবেন
১টা টাইপিং করলে ১০০ টাকা
২টা টাইপিং করলে ২০০টাকা
😇প্রতিদিন ৬০০-৮০০৳ ইনকাম করতে পারবে।
এভাবে যতগুলো টাইপিং করবেন তত টাকা পাবেন।
ডেইলি পেমেন্ট করা হয়।",Bengali,১১০ টাকা এড ফি 🤩টাইপিং জব করবেন ১টা টাইপিং করলে ১০০ টাকা ২টা টাইপিং করলে ২০০টাকা 😇প্রতিদিন ৬০০-৮০০৳ ইনকাম করতে পারবে। এভাবে যতগুলো টাইপিং করবেন তত টাকা পাবেন। ডেইলি পেমেন্ট করা হয়।,১১০ টাকা এড ফি 🤩টাইপিং জব করবেন ১টা টাইপিং করলে ১০০ টাকা ২টা টাইপিং করলে ২০০টাকা 😇প্রতিদিন ৬০০-৮০০৳ ইনকাম করতে পারবে। এভাবে যতগুলো টাইপিং করবেন তত টাকা পাবেন। ডেইলি পেমেন্ট করা হয়।,1.0
smish,Problem detected in Janata Bank account. Call: +8801811011023,English,Problem detected in Janata Bank account. Call: [PHONE],Problem detected in Janata Bank account. Call:,12.0
smish,সর্তকতা! আপনার ব্যাংক একাউন্ট থেকে ২০০০০ টাকা কাটা হবে। বন্ধ করতে: block-deduction.tk,Bengali,সর্তকতা! আপনার ব্যাংক একাউন্ট থেকে ২০০ টাকা কাটা হবে। বন্ধ করতে: block-deduction.tk,সর্তকতা! আপনার ব্যাংক একাউন্ট থেকে ২০০ টাকা কাটা হবে। বন্ধ করতে: block-deduction.tk,1.0
smish,"অত্যন্ত জরুরি নিরাপত্তা সতর্কতা! আপনার ইসলামী ব্যাংকের সঞ্চয় হিসাব নং ২০২৩১১২২৩৩৪৪ তে আমাদের সিস্টেম একটি বড় ধরনের সিকিউরিটি ব্রিচ ডিটেক্ট করেছে। হ্যাকাররা আপনার অ্যাকাউন্টের তথ্য চুরি করে ইতিমধ্যে ৭৫,০০০ টাকা অন্য অ্যাকাউন্টে ট্রান্সফারের প্রক্রিয়া শুরু করেছে। এই মুহূর্তে আমরা লেনদেনটি আটকে রেখেছি কিন্তু পরবর্তী ৩০ মিনিটের মধ্যে আপনি আপনার অ্যাকাউন্ট সিকিউর না করলে টাকা চলে যাবে। urgent-islamibank.ml এ যান।",Bengali,"অত্যন্ত জরুরি নিরাপত্তা সতর্কতা! আপনার ইসলামী ব্যাংকের সঞ্চয় হিসাব নং [PHONE] তে আমাদের সিস্টেম একটি বড় ধরনের সিকিউরিটি ব্রিচ ডিটেক্ট করেছে। হ্যাকাররা আপনার অ্যাকাউন্টের তথ্য চুরি করে ইতিমধ্যে ৭৫,০০০ টাকা অন্য অ্যাকাউন্টে ট্রান্সফারের প্রক্রিয়া শুরু করেছে। এই মুহূর্তে আমরা লেনদেনটি আটকে রেখেছি কিন্তু পরবর্তী ৩০ মিনিটের মধ্যে আপনি আপনার অ্যাকাউন্ট সিকিউর না করলে টাকা চলে যাবে। urgent-islamibank.ml এ যান।","অত্যন্ত জরুরি নিরাপত্তা সতর্কতা! আপনার ইসলামী ব্যাংকের সঞ্চয় হিসাব নং  তে আমাদের সিস্টেম একটি বড় ধরনের সিকিউরিটি ব্রিচ ডিটেক্ট করেছে। হ্যাকাররা আপনার অ্যাকাউন্টের তথ্য চুরি করে ইতিমধ্যে ৭৫,০০০ টাকা অন্য অ্যাকাউন্টে ট্রান্সফারের প্রক্রিয়া শুরু করেছে। এই মুহূর্তে আমরা লেনদেনটি আটকে রেখেছি কিন্তু পরবর্তী ৩০ মিনিটের মধ্যে আপনি আপনার অ্যাকাউন্ট সিকিউর না করলে টাকা চলে যাবে। urgent-islamibank.ml এ যান।",1.0
smish,"আপনি সরকারী বোনাস স্কিমের জন্য নির্বাচিত হয়েছেন,  ৫০,০০০ পর্যন্ত পেতে যোগাযোগ করুন ০১৭২৩১২২৫৭৬ নম্বরে 
বোনাস স্কিম 
বাংলাদেশ অর্থমন্ত্রণালয়",Bengali,"আপনি সরকারী বোনাস স্কিমের জন্য নির্বাচিত হয়েছেন, ৫০,০০০ পর্যন্ত পেতে যোগাযোগ করুন [PHONE] নম্বরে বোনাস স্কিম বাংলাদেশ অর্থমন্ত্রণালয়","আপনি সরকারী বোনাস স্কিমের জন্য নির্বাচিত হয়েছেন, ৫০,০০০ পর্যন্ত পেতে যোগাযোগ করুন  নম্বরে বোনাস স্কিম বাংলাদেশ অর্থমন্ত্রণালয়",1.0
smish,আপনার লেনদেনটি সম্পূর্ণ করতে এখানে ক্লিক করুন: [transactioncomplete.com/CompleteBD],Bengali,আপনার লেনদেনটি সম্পূর্ণ করতে এখানে ক্লিক করুন: [URL],আপনার লেনদেনটি সম্পূর্ণ করতে এখানে ক্লিক করুন:,14.0
smish,Your land registration documents require urgent verification: land-verify-bd.gov/urgent REF: L8834,English,Your land registration documents require urgent verification: land-verify-bd.gov/urgent REF: L8834,Your land registration documents require urgent verification: land-verify-bd.gov/urgent REF: L8834,0.0
smish,Change your bank account password. Please click here: http://bit.ly/ChangePassword,English,Change your bank account password. Please click here: [URL],Change your bank account password. Please click here:,5.0
smish,Janata Bank account-এ problem হয়েছে। Details জানতে এখানে click করুন: https://t.me/JanataErrorBot,CodeMix,Janata Bank account-এ problem হয়েছে। Details জানতে এখানে click করুন: [URL],Janata Bank account-এ problem হয়েছে। Details জানতে এখানে click করুন:,3.0
smish,আপনার income tax verify করতে call করুন +8801913344556,CodeMix,আপনার income tax verify করতে call করুন [PHONE],আপনার income tax verify করতে call করুন,12.0
smish,Your mother hospitalized emergency. Medical fee 37294 TK needed: emergency-bd.com/urgent,English,Your mother hospitalized emergency. Medical fee 37294 TK needed: [URL],Your mother hospitalized emergency. Medical fee 37294 TK needed:,0.0
smish,Click here to verify your email address: [secureemail.com/VerifyBD],English,Click here to verify your email address: [URL],Click here to verify your email address:,5.0
smish,Your email inbox is full. Click here to clear: [emailclean.com/ClearBD],English,Your email inbox is full. Click here to clear: [URL],Your email inbox is full. Click here to clear:,5.0
smish,24 hours-এর মধ্যে 5 lakh টাকা loan confirm। কোন deposit বা দালালি নেই। আজই apply করুন। Contact: 01867546389,CodeMix,24 hours-এর মধ্যে 5 lakh টাকা loan confirm। কোন deposit বা দালালি নেই। আজই apply করুন। Contact: [PHONE],24 hours-এর মধ্যে 5 lakh টাকা loan confirm। কোন deposit বা দালালি নেই। আজই apply করুন। Contact:,1.0
smish,Free-তে join করে আপনার free time-কে কাজে লাগিয়ে Dxn company-তে network marketing business করে একটা passive income-এর রাস্তা তৈরি করতে চান তাহলে inbox করুন,CodeMix,Free-তে join করে আপনার free time-কে কাজে লাগিয়ে Dxn company-তে network marketing business করে একটা passive income-এর রাস্তা তৈরি করতে চান তাহলে inbox করুন,Free-তে join করে আপনার free time-কে কাজে লাগিয়ে Dxn company-তে network marketing business করে একটা passive income-এর রাস্তা তৈরি করতে চান তাহলে inbox করুন,1.0
smish,Alert! আপনার bKash account unauthorized fund transfer detect হয়েছে। Secure করতে click করুন http://bkashtk-safe.com এবং OTP 6215 submit করুন,CodeMix,Alert! আপনার bKash account unauthorized fund transfer detect হয়েছে। Secure করতে click করুন [URL] এবং OTP 6215 submit করুন,Alert! আপনার bKash account unauthorized fund transfer detect হয়েছে। Secure করতে click করুন  এবং OTP 6215 submit করুন,10.0
smish,আপনার ব্যাংক অ্যাকাউন্টের নিরাপত্তার জন্য লগইন করুন: [bankverify.org/LoginBD],Bengali,আপনার ব্যাংক অ্যাকাউন্টের নিরাপত্তার জন্য লগইন করুন: [URL],আপনার ব্যাংক অ্যাকাউন্টের নিরাপত্তার জন্য লগইন করুন:,1.0
smish,Your account may be hacked. Quickly send 3000 taka to this number: 01789654032.,English,Your account may be hacked. Quickly send 3000 taka to this number: [PHONE] .,Your account may be hacked. Quickly send 3000 taka to this number:  .,13.0
smish,আপনার এক্সিম ব্যাংক ডেবিট কার্ড কপি করা হয়েছে। সুরক্ষিত রাখুন: protect-card.tk,Bengali,আপনার এক্সিম ব্যাংক ডেবিট কার্ড কপি করা হয়েছে। সুরক্ষিত রাখুন: protect-card.tk,আপনার এক্সিম ব্যাংক ডেবিট কার্ড কপি করা হয়েছে। সুরক্ষিত রাখুন: protect-card.tk,1.0
smish,IPL final-এ bet করুন এবং ১ কোটি টাকা win করুন। এখনই start করুন: smilesvoegol.servebbs.org/voegol.php,CodeMix,IPL final-এ bet করুন এবং ১ কোটি টাকা win করুন। এখনই start করুন: [URL],IPL final-এ bet করুন এবং ১ কোটি টাকা win করুন। এখনই start করুন:,6.0
smish,এখনই IPL এ Fantasy টিম বানিয়ে জিতে নিন iPhone 14 ক্লিক: https://rebrand.ly/C-Arena ; ট্যাক্সসহ চার্জ ৫.০৫ টাকা/দিন ; অটো রিনিউ প্রযোজ্য।,Bengali,এখনই IPL এ Fantasy টিম বানিয়ে জিতে নিন iPhone 14 ক্লিক: [URL] ; ট্যাক্সসহ চার্জ ৫.০৫ টাকা/দিন ; অটো রিনিউ প্রযোজ্য।,এখনই IPL এ Fantasy টিম বানিয়ে জিতে নিন iPhone 14 ক্লিক:  ; ট্যাক্সসহ চার্জ ৫.০৫ টাকা/দিন ; অটো রিনিউ প্রযোজ্য।,1.0
smish,আপনার ফেসবুক অ্যাকাউন্টটি আপডেট করুন। এখানে ক্লিক করুন: [facebookupdate.com/UpdateBD],Bengali,আপনার ফেসবুক অ্যাকাউন্টটি আপডেট করুন। এখানে ক্লিক করুন: [URL],আপনার ফেসবুক অ্যাকাউন্টটি আপডেট করুন। এখানে ক্লিক করুন:,14.0
smish,আজই ক্যাসিনোতে বাজি ধরুন এবং একটি ফ্রি ট্রিপ জিতুন! যোগ দিন: smilesvoegol.servebbs.org/voegol.php,Bengali,আজই ক্যাসিনোতে বাজি ধরুন এবং একটি ফ্রি ট্রিপ জিতুন! যোগ দিন: [URL],আজই ক্যাসিনোতে বাজি ধরুন এবং একটি ফ্রি ট্রিপ জিতুন! যোগ দিন:,1.0
smish,You have won a free gift card! Click here to collect: [giftcardfree.com/CollectBD],English,You have won a free gift card! Click here to collect: [URL],You have won a free gift card! Click here to collect:,5.0
smish,সর্তকতা: আপনার সিভিল আইডি এক্সপায়ার। রিনিউ করুন: renew-civil.ga,Bengali,সর্তকতা: আপনার সিভিল আইডি এক্সপায়ার। রিনিউ করুন: renew-civil.ga,সর্তকতা: আপনার সিভিল আইডি এক্সপায়ার। রিনিউ করুন: renew-civil.ga,1.0
smish,Apnar mobile recharge korte call korun: +8801811011023,Banglish,Apnar mobile recharge korte call korun: [PHONE],Apnar mobile recharge korte call korun:,9.0
smish,You have been selected for a job. You will get salary of 3500 taka daily. Click to know more https://api.whatsapp.com/send/?phone=8801328101352,English,You have been selected for a job. You will get salary of 3500 taka daily. Click to know more [URL],You have been selected for a job. You will get salary of 3500 taka daily. Click to know more,13.0
smish,সর্তকতা: আপনার মেট্রো রেইল কার্ড এক্সপায়ার। রিনিউ করুন: metrorail-renew.ga,Bengali,সর্তকতা: আপনার মেট্রো রেইল কার্ড এক্সপায়ার। রিনিউ করুন: metrorail-renew.ga,সর্তকতা: আপনার মেট্রো রেইল কার্ড এক্সপায়ার। রিনিউ করুন: metrorail-renew.ga,1.0
smish,বাংলাদেশ bank account block হয়েছে। পুনরায় চালু করতে call করুন: +8801713233345,CodeMix,বাংলাদেশ bank account block হয়েছে। পুনরায় চালু করতে call করুন: [PHONE],বাংলাদেশ bank account block হয়েছে। পুনরায় চালু করতে call করুন:,12.0
smish,কোন credit check ছাড়াই 100% credit card approval। আজই apply করুন। Contact: 01567546390,CodeMix,কোন credit check ছাড়াই 100% credit card approval। আজই apply করুন। Contact: [PHONE],কোন credit check ছাড়াই 100% credit card approval। আজই apply করুন। Contact:,1.0
smish,"আপনি part-time বা full-time-এর জন্য নির্বাচিত হয়েছেন, প্রতিদিন 500 টাকা, খালি পদের জন্য apply করুন এবং এই opportunity-টি গ্রহণ করুন https://wa.me/88017444378617",CodeMix,"আপনি part-time বা full-time-এর জন্য নির্বাচিত হয়েছেন, প্রতিদিন 500 টাকা, খালি পদের জন্য apply করুন এবং এই opportunity-টি গ্রহণ করুন [URL]","আপনি part-time বা full-time-এর জন্য নির্বাচিত হয়েছেন, প্রতিদিন 500 টাকা, খালি পদের জন্য apply করুন এবং এই opportunity-টি গ্রহণ করুন",1.0
smish,"শুভেচ্ছা, আপনি একটি বিশেষ discount coupon পেয়েছেন! বিস্তারিত জানতে এখানে click করুন: www.face3b00kwebsite.com",CodeMix,"শুভেচ্ছা, আপনি একটি বিশেষ discount coupon পেয়েছেন! বিস্তারিত জানতে এখানে click করুন: [URL]","শুভেচ্ছা, আপনি একটি বিশেষ discount coupon পেয়েছেন! বিস্তারিত জানতে এখানে click করুন:",3.0
smish,আপনার identity verify করতে হবে। এখানে click করুন: [secureidentity.com/VerifyBD],CodeMix,আপনার identity verify করতে হবে। এখানে click করুন: [URL],আপনার identity verify করতে হবে। এখানে click করুন:,14.0
smish,"প্রিয় আবেদনকারী, মঙ্গল 04/05 তারিখে সকাল 9 টায় @1ম তলায় কেন্দ্র শত্রু নেতৃত্বের সাথে একটি ইন্টার-ভিউয়ের জন্য আপনাকে বাছাই করা হয়েছে। অনুসন্ধানের জন্য অনুগ্রহ করে যোগাযোগ করুন: 09029900659",Bengali,"প্রিয় আবেদনকারী, মঙ্গল 04/05 তারিখে সকাল 9 টায় @1ম তলায় কেন্দ্র শত্রু নেতৃত্বের সাথে একটি ইন্টার-ভিউয়ের জন্য আপনাকে বাছাই করা হয়েছে। অনুসন্ধানের জন্য অনুগ্রহ করে যোগাযোগ করুন: [PHONE]","প্রিয় আবেদনকারী, মঙ্গল 04/05 তারিখে সকাল 9 টায় @1ম তলায় কেন্দ্র শত্রু নেতৃত্বের সাথে একটি ইন্টার-ভিউয়ের জন্য আপনাকে বাছাই করা হয়েছে। অনুসন্ধানের জন্য অনুগ্রহ করে যোগাযোগ করুন:",1.0
smish,"https://t.me/DailyEarn_Money_bot?start=r08368814246
Upore deoya link e click kore daily 200 theke 300 taka income korte chaille ekhoni click korun",Banglish,[URL] Upore deoya link e click kore daily 200 theke 300 taka income korte chaille ekhoni click korun,Upore deoya link e click kore daily 200 theke 300 taka income korte chaille ekhoni click korun,8.0
smish,"ইসলামী ব্যাংক বাংলাদেশ দিচ্ছে ইদ উপলক্ষে গিফ্ট ভাউচার ও বিশাল অফার বিস্তারিত নিচের লিংকে
https://bjmltcyj.prescriptiondome.top/12acdFRHQ1QBeQYFaFMrInxbWQlvWCRyW0ZWbzEUBAIkCAAZVDkbGyVcLDFLVF8NGyc1cUwTTQVBXhUndyBoPDwVJFI-Kw&p=uexjms&_mi1710919302243",Bengali,ইসলামী ব্যাংক বাংলাদেশ দিচ্ছে ইদ উপলক্ষে গিফ্ট ভাউচার ও বিশাল অফার বিস্তারিত নিচের লিংকে [URL],ইসলামী ব্যাংক বাংলাদেশ দিচ্ছে ইদ উপলক্ষে গিফ্ট ভাউচার ও বিশাল অফার বিস্তারিত নিচের লিংকে,1.0
smish,"Bet at casino and win TK10,000 cashback! Start: xini.eu/00Qe",English,"Bet at casino and win TK10,000 cashback! Start: xini.eu/00Qe","Bet at casino and win TK10,000 cashback! Start: xini.eu/00Qe",6.0
smish,"bKash অ্যাকাউন্টে ১০,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: https://wa.me/8801711011123",Bengali,"bKash অ্যাকাউন্টে ১০,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: [URL]","bKash অ্যাকাউন্টে ১০,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন:",3.0
smish,Casino-তে বাজি ধরুন এবং ৭ দিনের জন্য একটি free trip জিতুন! এখনই start করুন: ebayisapidlld.altervista.org/,CodeMix,Casino-তে বাজি ধরুন এবং ৭ দিনের জন্য একটি free trip জিতুন! এখনই start করুন: [URL],Casino-তে বাজি ধরুন এবং ৭ দিনের জন্য একটি free trip জিতুন! এখনই start করুন:,6.0
smish,"বাড়িতে বসে online-এ কেউ income করতে চাইলে আমাকে inbox করুন।
Daily ২০০ থেকে ৫০০ টাকা।",CodeMix,বাড়িতে বসে online-এ কেউ income করতে চাইলে আমাকে inbox করুন। Daily ২০০ থেকে ৫০০ টাকা।,বাড়িতে বসে online-এ কেউ income করতে চাইলে আমাকে inbox করুন। Daily ২০০ থেকে ৫০০ টাকা।,8.0
smish,Sonali Bank account-এ error দেখা দিয়েছে। Call করুন: +8801914455667,CodeMix,Sonali Bank account-এ error দেখা দিয়েছে। Call করুন: [PHONE],Sonali Bank account-এ error দেখা দিয়েছে। Call করুন:,12.0
smish,You have won 1 bhori gold! Call to collect prize: +8801819876543,English,You have won 1 bhori gold! Call to collect prize: [PHONE],You have won 1 bhori gold! Call to collect prize:,13.0
smish,Trust Bank থেকে alert: suspicious login detect হয়েছে। Verify করুন http://trust-secure.tk,CodeMix,Trust Bank থেকে alert: suspicious login detect হয়েছে। Verify করুন [URL],Trust Bank থেকে alert: suspicious login detect হয়েছে। Verify করুন,10.0
smish,Bank loan EMI overdue. Credit score affected. Clear 12500 TK: loan-recovery.bd/urgent,English,Bank loan EMI overdue. Credit score affected. Clear 12500 TK: [URL],Bank loan EMI overdue. Credit score affected. Clear 12500 TK:,0.0
smish,"If you want to earn TK200-300 per day, click the link
https://t.me/Referincome3838_bot?start=r02263807585",English,"If you want to earn TK200-300 per day, click the link [URL]","If you want to earn TK200-300 per day, click the link",13.0
smish,Your credit card limit increased to 200000 BDT. Activate: cardactivation-bd.net PIN: CC9876,English,Your credit card limit increased to 200 BDT. Activate: [URL] PIN: CC9876,Your credit card limit increased to 200 BDT. Activate:  PIN: CC9876,13.0
smish,Sonali Bank account-এ error দেখা দিয়েছে। Details জানতে এখানে click করুন: https://wa.me/8801815566778,CodeMix,Sonali Bank account-এ error দেখা দিয়েছে। Details জানতে এখানে click করুন: [URL],Sonali Bank account-এ error দেখা দিয়েছে। Details জানতে এখানে click করুন:,3.0
smish,জনতা Bank থেকে urgent message। Call করুন: +8801913233345,CodeMix,জনতা Bank থেকে urgent message। Call করুন: [PHONE],জনতা Bank থেকে urgent message। Call করুন:,12.0
smish,"8,000 taka biniyoge 24,000 taka pan! Call korun: +8801919900112",Banglish,"8,000 taka biniyoge 24,000 taka pan! Call korun: [PHONE]","8,000 taka biniyoge 24,000 taka pan! Call korun:",9.0
smish,"1,00,000 taka biniyog e 3,00,000 taka pan! Call korun: +8801914344356",Banglish,"1,00,000 taka biniyog e 3,00,000 taka pan! Call korun: [PHONE]","1,00,000 taka biniyog e 3,00,000 taka pan! Call korun:",9.0
smish,"Win TK100,000 prize in 1 minute. Play online quiz at home and win TK100,000 prize. Just answer 3 questions correctly and win TK100,000 prize. Questions will change your life. Just watching is not enough, you have to play. How will you win prize without playing quiz? visit: https://lnkd.in/gmvCtjH7",English,"Win TK100,000 prize in 1 minute. Play online quiz at home and win TK100,000 prize. Just answer 3 questions correctly and win TK100,000 prize. Questions will change your life. Just watching is not enough, you have to play. How will you win prize without playing quiz? visit: [URL]","Win TK100,000 prize in 1 minute. Play online quiz at home and win TK100,000 prize. Just answer 3 questions correctly and win TK100,000 prize. Questions will change your life. Just watching is not enough, you have to play. How will you win prize without playing quiz? visit:",13.0
smish,Bangladesh Bank থেকে urgent message। call করুন: +8801911011023,CodeMix,Bangladesh Bank থেকে urgent message। call করুন: [PHONE],Bangladesh Bank থেকে urgent message। call করুন:,12.0
smish,Apple iPhone 13 jitechen! delivery nischit korte call korun: +8801814567890,Banglish,Apple iPhone 13 jitechen! delivery nischit korte call korun: [PHONE],Apple iPhone 13 jitechen! delivery nischit korte call korun:,9.0
smish,Alert! আপনার Nagad account unauthorized login detect হয়েছে। Reset password এখনই: http://nagad-securebd.com before account block,CodeMix,Alert! আপনার Nagad account unauthorized login detect হয়েছে। Reset password এখনই: [URL] before account block,Alert! আপনার Nagad account unauthorized login detect হয়েছে। Reset password এখনই:  before account block,10.0
smish,Mashrafi-র সাথে free hotel booking জিততে casino-তে bet করুন। Start করুন: ebayisapidlld.altervista.org/,CodeMix,Mashrafi-র সাথে free hotel booking জিততে casino-তে bet করুন। Start করুন: [URL],Mashrafi-র সাথে free hotel booking জিততে casino-তে bet করুন। Start করুন:,6.0
smish,আপনার password immediately change করুন। Click করুন: [passwordchange.com/ChangeBD],CodeMix,আপনার password immediately change করুন। Click করুন: [URL],আপনার password immediately change করুন। Click করুন:,1.0
smish,"প্রিয় customer, আপনার mobile number-টি block করা হচ্ছে। এটি এড়াতে 017XXXXXXXX number-এ call করে আপনার identity নিশ্চিত করুন।",CodeMix,"প্রিয় customer, আপনার mobile number-টি block করা হচ্ছে। এটি এড়াতে 017XX number-এ call করে আপনার identity নিশ্চিত করুন।","প্রিয় customer, আপনার mobile number-টি block করা হচ্ছে। এটি এড়াতে 017XX number-এ call করে আপনার identity নিশ্চিত করুন।",12.0
smish,সতর্কতা: আপনার ড্রাইভার লাইসেন্স বাতিল হবে। রিনিউ: renew-driving.cf,Bengali,সতর্কতা: আপনার ড্রাইভার লাইসেন্স বাতিল হবে। রিনিউ: renew-driving.cf,সতর্কতা: আপনার ড্রাইভার লাইসেন্স বাতিল হবে। রিনিউ: renew-driving.cf,1.0
smish,সতর্ক হন! আপনার সিম কার্ড ডুপ্লিকেট হয়েছে। সুরক্ষিত করুন: secure-sim.tk,Bengali,সতর্ক হন! আপনার সিম কার্ড ডুপ্লিকেট হয়েছে। সুরক্ষিত করুন: secure-sim.tk,সতর্ক হন! আপনার সিম কার্ড ডুপ্লিকেট হয়েছে। সুরক্ষিত করুন: secure-sim.tk,1.0
smish,"Urgent SOS: Your City Bank credit card charged 25,000TK. Dispute: citybank-dispute.net",English,"Urgent SOS: Your City Bank credit card charged 25,000TK. Dispute: [URL]","Urgent SOS: Your City Bank credit card charged 25,000TK. Dispute:",13.0
smish,Emergency Alert: আপনার Islami Bank ডেবিট কার্ড ব্লক। আনব্লক করতে: 01666777888 এ কল,Bengali,Emergency Alert: আপনার Islami Bank ডেবিট কার্ড ব্লক। আনব্লক করতে: [PHONE] এ কল,Emergency Alert: আপনার Islami Bank ডেবিট কার্ড ব্লক। আনব্লক করতে:  এ কল,1.0
smish,Urgent message for you from Sonali Bank. Call: +8801716677889,English,Urgent message for you from Sonali Bank. Call: [PHONE],Urgent message for you from Sonali Bank. Call:,12.0
smish,"এই link-টি follow করুন আপনার free reward claim করতে, contact করুন: 01956789215",CodeMix,"এই link-টি follow করুন আপনার free reward claim করতে, contact করুন: [PHONE]","এই link-টি follow করুন আপনার free reward claim করতে, contact করুন:",1.0
smish,Your AB Bank account needs verification. Click: abbank-secure.com within 1 hour,English,Your AB Bank account needs verification. Click: [URL] within 1 hour,Your AB Bank account needs verification. Click:  within 1 hour,13.0
smish,"Great offer to win smartphone! Answer some simple questions and win attractive smartphone Oppo A17 worth TK14,999 for just TK2.78/day, dial *213*664#",English,"Great offer to win smartphone! Answer some simple questions and win attractive smartphone Oppo A17 worth TK14,999 for just TK2.78/day, dial *213*664#","Great offer to win smartphone! Answer some simple questions and win attractive smartphone Oppo A17 worth TK14,999 for just TK2.78/day, dial *213*664#",6.0
smish,"Casino-তে bet করুন এবং ১০,০০০ টাকা cashback জিতুন! Start করুন: xini.eu/00Qe",CodeMix,"Casino-তে bet করুন এবং ১০,০০০ টাকা cashback জিতুন! Start করুন: xini.eu/00Qe","Casino-তে bet করুন এবং ১০,০০০ টাকা cashback জিতুন! Start করুন: xini.eu/00Qe",6.0
