label,text,source,text_clean
normal,তুমি কি lunch করতে এসেছ? I saved a seat for you.,CodeMix,তুমি কি lunch করতে এসেছ? I saved a seat for you.
smish,Call to verify your account security +8801916677889,English,Call to verify your account security [PHONE]
smish,"http://www.betwins7.com/?r=ghd8054
একাউন্ট খুললেই।উরা ধুরা ফ্রি ইনকাম। বিশ্বাস না হলে। তুমি নিজেই দেখে নাও।",Bengali,[URL] একাউন্ট খুললেই।উরা ধুরা ফ্রি ইনকাম। বিশ্বাস না হলে। তুমি নিজেই দেখে নাও।
smish,"সোনালী ব্যাংক কার্ডধারী, আপনার অনলাইন লেনদেন যাচাই করা প্রয়োজন। এখনই sonali-cardupdate24.org এ লগইন করুন। না করলে কার্ড স্থগিত হবে।",Bengali,"সোনালী ব্যাংক কার্ডধারী, আপনার অনলাইন লেনদেন যাচাই করা প্রয়োজন। এখনই [URL] এ লগইন করুন। না করলে কার্ড স্থগিত হবে।"
promo,"Singer showroom home appliances Eid special: Refrigerators, ACs, TVs discounted!",English,"Singer showroom home appliances Eid special: Refrigerators, ACs, TVs discounted!"
normal,Weekend-এ friends-দের সঙ্গে picnic-এ যাব।,CodeMix,Weekend-এ friends-দের সঙ্গে picnic-এ যাব।
smish,"◆ If qualified, you can earn online by teaching. Contact User-10381381741225860264.",English,"◆ If qualified, you can earn online by teaching. Contact User- [PHONE] ."
smish,আপনার savings double করুন! এখনই call করুন: +8801919876543,CodeMix,আপনার savings double করুন! এখনই call করুন: [PHONE]
promo,Sheikh Hasina government's achievements: গত ১৪ বছরে ১৪৪১km বাঁধ নির্মাণ করে ৪.৪৩ লাখ হেক্টর flood control ও drainage সুবিধা।,CodeMix,Sheikh Hasina government's achievements: গত ১৪ বছরে ১৪৪১km বাঁধ নির্মাণ করে ৪.৪৩ লাখ হেক্টর flood control ও drainage সুবিধা।
normal,তুমি কি খেলাধুলা করছো?,Bengali,তুমি কি খেলাধুলা করছো?
normal,Are you going to university?,English,Are you going to university?
promo,New customers-এর জন্য special discount। Register today।,CodeMix,New customers-এর জন্য special discount। Register today।
smish,Bitcoin investment opportunity! Double your money in 48 hours: crypto-bd.net,English,Bitcoin investment opportunity! Double your money in 48 hours: [URL]
promo,এক্সক্লুসিভ অফার! আইফোনে ২০০০০ টাকা ক্যাশব্যাক। EMI তে কিনুন।,Bengali,এক্সক্লুসিভ অফার! আইফোনে ২০০ টাকা ক্যাশব্যাক। EMI তে কিনুন।
normal,শুভ ঈদ-উল-ফিতর!,Bengali,শুভ ঈদ-উল-ফিতর!
normal,কালকে bad weather forecast আছে। Should we change our plan?,CodeMix,কালকে bad weather forecast আছে। Should we change our plan?
normal,"ভাইয়া, আমার কম্পিউটার ঠিক আছে এখন। আপনার সাহায্যের জন্য ধন্যবাদ।",Bengali,"ভাইয়া, আমার কম্পিউটার ঠিক আছে এখন। আপনার সাহায্যের জন্য ধন্যবাদ।"
smish,আপনার ইনকাম ট্যাক্স ভেরিফাই করতে কল করুন +8801913344556,Bengali,আপনার ইনকাম ট্যাক্স ভেরিফাই করতে কল করুন [PHONE]
smish,Scholarship award of 75000 BDT approved. Accept: education-scholarship.bd/accept Code: SCH4421,English,Scholarship award of 75000 BDT approved. Accept: [URL] Code: SCH4421
normal,01927382894 number-এ call করুন।,CodeMix,[PHONE] number-এ call করুন।
smish,আপনার ব্যাংক অ্যাকাউন্টে ১ কোটি টাকা জমা হয়েছে! নিশ্চিত করতে কল করুন: +8801914344456,Bengali,আপনার ব্যাংক অ্যাকাউন্টে ১ কোটি টাকা জমা হয়েছে! নিশ্চিত করতে কল করুন: [PHONE]
normal,"ভাই, আজ আমার পরীক্ষা ভালো হয়েছে। সব প্রশ্নের উত্তর দিতে পেরেছি।",Bengali,"ভাই, আজ আমার পরীক্ষা ভালো হয়েছে। সব প্রশ্নের উত্তর দিতে পেরেছি।"
smish,Apnar credit score update korte kol korun +8801715566778,Banglish,Apnar credit score update korte kol korun [PHONE]
normal,আগামীকাল ঈদের শপিং করতে যাবো। তুমি কি যাবে সাথে?,Bengali,আগামীকাল ঈদের শপিং করতে যাবো। তুমি কি যাবে সাথে?
normal,"আমার একাউন্টে ৫০ হাজার টাকা আছে , এই ০১৭৩৮৮৩৮৮৪ নাম্বারে খোলা দেখো চ্যাক করে।",Bengali,"আমার একাউন্টে ৫০ হাজার টাকা আছে , এই [PHONE] নাম্বারে খোলা দেখো চ্যাক করে।"
smish,"Priyo grahok, apnar carder tothyo update korte hobe. Doya kore druto nicher number e call korun ebong apnar pin numberti bolun. Jogajog er number: 01345678956",Banglish,"Priyo grahok, apnar carder tothyo update korte hobe. Doya kore druto nicher number e call korun ebong apnar pin numberti bolun. Jogajog er number: [PHONE]"
normal,Happy marriage anniversary!,CodeMix,Happy marriage anniversary!
normal,"Love is a very precious thing. It needs to be taken care of. Because once love is lost, it can never be found again in life.",English,"Love is a very precious thing. It needs to be taken care of. Because once love is lost, it can never be found again in life."
smish,Apni amader bhagyoban grahok! Apnar binamulyer 1 bochorer internet subscription dabi korun. Call korun 019XXXXXXXX.,Banglish,Apni amader bhagyoban grahok! Apnar binamulyer 1 bochorer internet subscription dabi korun. Call korun 019XX.
promo,McDonald's McAloo Tikki burger combo meal just 249TK this week!,English,McDonald's McAloo Tikki burger combo meal just 249TK this week!
normal,Raysha ajke mathay rong tullo diye painting korte bosechilo. Chhoto rongin haat diye o drawing korte giye chhoto mess banai dise. Khub cute laglo.,Banglish,Raysha ajke mathay rong tullo diye painting korte bosechilo. Chhoto rongin haat diye o drawing korte giye chhoto mess banai dise. Khub cute laglo.
normal,০১৬৭২৫৭৩৮৭৩ নাম্বারে দ্রুত বিকাশ করুন।,Bengali,[PHONE] নাম্বারে দ্রুত বিকাশ করুন।
promo,Robi combo pack মাত্র TK 300। Shop করুন এখনই!,CodeMix,Robi combo pack মাত্র TK 300। Shop করুন এখনই!
promo,GP Music App সাবস্ক্রিপশন মাত্র ২০ টাকা প্রতি সপ্তাহে। আপনার প্রিয় গান শুনুন অফলাইনে। সক্রিয় করতে ডায়াল করুন *121*5*1#।,Bengali,GP Music App সাবস্ক্রিপশন মাত্র ২০ টাকা প্রতি সপ্তাহে। আপনার প্রিয় গান শুনুন অফলাইনে। সক্রিয় করতে ডায়াল করুন *121*5*1#।
smish,"https://t.me/DailyEarn_Money_bot?start=r08368814246
Click on the link above if you want to earn TK200 to TK300 daily, click now",English,"[URL] Click on the link above if you want to earn TK200 to TK300 daily, click now"
smish,Dutch Bangla Bank ATM card unauthorized use detect hoyeche. Apnar account safety er jonno card block kora hoise. Unlock korte please call +8801987654321 now. OTP provide na korle account close hoye jabe.,Banglish,Dutch Bangla Bank ATM card unauthorized use detect hoyeche. Apnar account safety er jonno card block kora hoise. Unlock korte please call [PHONE] now. OTP provide na korle account close hoye jabe.
smish,Warning! আপনার Nagad account unauthorized fund transfer detect হয়েছে। Secure করতে click করুন http://nagadsecurebd.com and verify now,CodeMix,Warning! আপনার Nagad account unauthorized fund transfer detect হয়েছে। Secure করতে click করুন [URL] and verify now
smish,Kaj korte chaile inbox 100 taka niche kono product sell dile 25 taka commission paben 100 theke 1000 takar moddhe kono product sell dile 50 taka ar 1000 taka theke dui hajar takar moddhe dile 100 taka commission paben,Banglish,Kaj korte chaile inbox 100 taka niche kono product sell dile 25 taka commission paben 100 theke 1000 takar moddhe kono product sell dile 50 taka ar 1000 taka theke dui hajar takar moddhe dile 100 taka commission paben
normal,তুমি কি market যাবে? I need to buy things.,CodeMix,তুমি কি market যাবে? I need to buy things.
smish,রমজানের উপহার  https://bjmltcyj.prescriptiondome.top/12acdFRHQ1QBeQYFaFMrInxbWQlvWCRyW0ZWbzEUBAIkCAAZVDkbGyVcLDFLVF8NGyc1cUwTTQVBXhUndyBoPDwVJFI-Kw&p=uexjms&_mi1710919302243  ,Bengali,রমজানের উপহার [URL]
smish,"You have passed the job review and will receive TK2,000 daily salary. Contact: https://wa.me/8801726768680",English,"You have passed the job review and will receive TK2,000 daily salary. Contact: [URL]"
smish,আপনার credit card-এর security ensure করতে এখানে click করুন: http://bit.ly/SecureCard,CodeMix,আপনার credit card-এর security ensure করতে এখানে click করুন: [URL]
promo,Digital gadget er upor 15% discount! Ajii kenakata korun ebong bonus pan.,Banglish,Digital gadget er upor 15% discount! Ajii kenakata korun ebong bonus pan.
smish,সতর্কতা: আপনার ড্রাইভার লাইসেন্স বাতিল হবে। রিনিউ: renew-driving.cf,Bengali,সতর্কতা: আপনার ড্রাইভার লাইসেন্স বাতিল হবে। রিনিউ: renew-driving.cf
normal,কি করবে আমার সাথে বলো। আমি তোমার সাথে walk করতে চাই।,CodeMix,কি করবে আমার সাথে বলো। আমি তোমার সাথে walk করতে চাই।
smish,"If you want to earn TK200-300 per day, click the link
https://t.me/Referincome3838_bot?start=r02263807585",English,"If you want to earn TK200-300 per day, click the link [URL]"
smish,"ফ্রিতে মাইনিং করে ইনকাম করুন। ১০০% ফ্রি। টেলিগ্রাম অ্যাপ থাকলেই হবে। লিংক এ ক্লিক করে start করতে হবে, ৬ ঘন্টা পর পর টোকেন ক্লেইম করতে হবে। আর কোনো কাজ নেই।
https://t.me/pixelversexyzbot?start=6760562639",Bengali,"ফ্রিতে মাইনিং করে ইনকাম করুন। ১০০% ফ্রি। টেলিগ্রাম অ্যাপ থাকলেই হবে। লিংক এ ক্লিক করে start করতে হবে, ৬ ঘন্টা পর পর টোকেন ক্লেইম করতে হবে। আর কোনো কাজ নেই। [URL]"
smish,apnar bank account er tothho verify korte hobe. onugroho kore ekhane click korun: http://bit.ly/VerifyInfo,Banglish,apnar bank account er tothho verify korte hobe. onugroho kore ekhane click korun: [URL]
smish,"আপনার বিকাশ অ্যাকাউন্ট থেকে ৯,৮৫০ টাকা কেটে নেওয়া হয়েছে। ভুল হলে এখনই এই লিঙ্কে গিয়ে (bKash-refund.me) তথ্য দিন।",Bengali,"আপনার বিকাশ অ্যাকাউন্ট থেকে ৯,৮৫০ টাকা কেটে নেওয়া হয়েছে। ভুল হলে এখনই এই লিঙ্কে গিয়ে (bKash-refund.me) তথ্য দিন।"
smish,বিকাশ অ্যাপ হ্যাকের ঝুঁকিতে আছে। আপনার তথ্য রক্ষা করতে এখনই bkash-safelogin.org এ যান এবং পাসওয়ার্ড রিসেট করুন।,Bengali,বিকাশ অ্যাপ হ্যাকের ঝুঁকিতে আছে। আপনার তথ্য রক্ষা করতে এখনই [URL] এ যান এবং পাসওয়ার্ড রিসেট করুন।
smish,ফুটবলে বাজি ধরুন এবং একটি বিলাসবহুল গাড়ি জিতুন। ক্লিক করুন: phlebolog.com.ua/libraries/joomla/results.php,Bengali,ফুটবলে বাজি ধরুন এবং একটি বিলাসবহুল গাড়ি জিতুন। ক্লিক করুন: [URL]
promo,Bangladesh Air Force এ ৮৯ BAFA course এ officer cadet নিয়োগ চলছে। Details: https://joinairforce.baf.mil.bd,CodeMix,Bangladesh Air Force এ ৮৯ BAFA course এ officer cadet নিয়োগ চলছে। Details: [URL]
normal,Hope your medical test results come back normal. I'm sure everything will be fine. Stay positive!,English,Hope your medical test results come back normal. I'm sure everything will be fine. Stay positive!
smish,Video বা call-এ কথা বলতে চাইলে click করুন https://t.co/EbXRF7TAFA?fbclid=9hIT17itA7iWLnV5aHpMh2SKDK_FREE_TO_WATCH_MY_VIDEOS_ONLY_FOR_TODAY_AND_FREE_LIVE_CAM_DATING_PRIVATE_WITH_ME_PLEASE_JOIN_ME,CodeMix,Video বা call-এ কথা বলতে চাইলে click করুন [URL]
smish,জনতা ব্যাংক অ্যাকাউন্ট আপডেট করতে এখানে ক্লিক করুন: https://t.me/JanataUpdateBot2,Bengali,জনতা ব্যাংক অ্যাকাউন্ট আপডেট করতে এখানে ক্লিক করুন: [URL]
smish,"Hello, your FEDEX package with tracking code Dz-8342-FY344 is waiting for you to set your delivery preference: c4info/Gm0843vz1",English,"Hello, your FEDEX package with tracking code Dz-8342-FY344 is waiting for you to set your delivery preference: c4info/Gm0843vz1"
normal,Apnar pawna taka joldi pathan 01728272938.,Banglish,Apnar pawna taka joldi pathan [PHONE] .
normal,"তুমি একা নও, আমি আছি।",Bengali,"তুমি একা নও, আমি আছি।"
smish,আপনার EXIM Bank card unusual transaction detect হয়েছে। Protect করতে visit করুন http://eximbank-securebd.com এবং OTP 7932 submit করুন,CodeMix,আপনার EXIM Bank card unusual transaction detect হয়েছে। Protect করতে visit করুন [URL] এবং OTP 7932 submit করুন
smish,Apnar shonchoy diguon korar sujog! Call korun: +8801718899001,Banglish,Apnar shonchoy diguon korar sujog! Call korun: [PHONE]
normal,"Dear student, your tuition fee outstanding till today is 20,500.00 taka. (Including previous late fine and arrears) Pay current month's tuition fee (without fine) by September 15, 2024. For details login https://student.aiub.edu.bd/ (AIUB)",English,"Dear student, your tuition fee outstanding till today is 20,500.00 taka. (Including previous late fine and arrears) Pay current month's tuition fee (without fine) by September 15, 2024. For details login [URL] (AIUB)"
smish,Apnar gas bill baki achhe. Obilombhe payment korun. Kol korun +8801814455667,Banglish,Apnar gas bill baki achhe. Obilombhe payment korun. Kol korun [PHONE]
smish,bKash account e trutti dekha diyeche. Druto shomadhan er jonno ekhane click korun: https://wa.me/8801719900112,Banglish,bKash account e trutti dekha diyeche. Druto shomadhan er jonno ekhane click korun: [URL]
smish,WARNING: Your IFIC Bank account locked due to suspicious activity. Unlock now: ific-unlock.bd/urgent Code: IF8832,English,WARNING: Your IFIC Bank account locked due to suspicious activity. Unlock now: [URL] Code: IF8832
promo,Singer factory outlet! furniture 50% off. Banani showroom!,English,Singer factory outlet! furniture 50% off. Banani showroom!
normal,আসসালামু আলাইকুম।,Bengali,আসসালামু আলাইকুম।
promo,"পূর্বাচল সংলগ্ন ভরাটকৃত রেডি প্লট, কাঠা সর্বনিম্ন ৪.৫লক্ষ
01894841736",Bengali,"পূর্বাচল সংলগ্ন ভরাটকৃত রেডি প্লট, কাঠা সর্বনিম্ন ৪.৫লক্ষ [PHONE]"
normal,tumi ki khela dekhcho?,Banglish,tumi ki khela dekhcho?
smish,মাশরাফির সাথে ফ্রি হোটেল বুকিং জিততে ক্যাসিনোতে বাজি ধরুন। শুরু করুন: ebayisapidlld.altervista.org/,Bengali,মাশরাফির সাথে ফ্রি হোটেল বুকিং জিততে ক্যাসিনোতে বাজি ধরুন। শুরু করুন: [URL]
normal,"Weekend e family outing plan kora ache. Dhaka city explore korbo, food ar sightseeing hobe.",Banglish,"Weekend e family outing plan kora ache. Dhaka city explore korbo, food ar sightseeing hobe."
smish,sonali bank account update korte ekhane click korun: https://wa.me/8801812122234,Banglish,sonali bank account update korte ekhane click korun: [URL]
smish,Gobho Regi - 180727/2022 National agency company part-time chakri. Porashona pashapaoshi online platform e biggapon prochar korar jonno chele meye kormi niyog cholche. Poder nam: Call center. Mashik beton: 10/12 hajar. Dainik kajer shomoy: 4/5 ghonta. Agroghi apura o bhaiyera shorashori inbox e jogajog korun ba phone 01984766558,Banglish,Gobho Regi - 180727/2022 National agency company part-time chakri. Porashona pashapaoshi online platform e biggapon prochar korar jonno chele meye kormi niyog cholche. Poder nam: Call center. Mashik beton: 10/12 hajar. Dainik kajer shomoy: 4/5 ghonta. Agroghi apura o bhaiyera shorashori inbox e jogajog korun ba phone [PHONE]
promo,Eid kenakatay diamond gohonay 25% chhad chandrat porjonto. Phone: 01713199270,Banglish,Eid kenakatay diamond gohonay 25% chhad chandrat porjonto. Phone: [PHONE]
smish,Upobrittir 4200 taka jonno jogajog korun: 01320660547 Shikkha board,Banglish,Upobrittir 4200 taka jonno jogajog korun: [PHONE] Shikkha board
normal,"সব কিছু ঠিক হয়ে যাবে, সাহস রেখো।",Bengali,"সব কিছু ঠিক হয়ে যাবে, সাহস রেখো।"
normal,"দুনিয়া achievement নয়, দুনিয়া বিমুখীতাতেই রয়েছে body ও mind-এর প্রশান্তি। - [উমার ইবনুল খাত্তাব (রা)]",CodeMix,"দুনিয়া achievement নয়, দুনিয়া বিমুখীতাতেই রয়েছে body ও mind-এর প্রশান্তি। - [উমার ইবনুল খাত্তাব (রা)]"
normal,Ami ekta golpo porte hobe.,Banglish,Ami ekta golpo porte hobe.
normal,Brishti na thakle khub gorom hoy.,Banglish,Brishti na thakle khub gorom hoy.
normal,আজ bike ride করতে যাই? Weather খুব সুন্দর। তুমি join করছো কি? Let’s meet at usual spot around ৭ am,CodeMix,আজ bike ride করতে যাই? Weather খুব সুন্দর। তুমি join করছো কি? Let’s meet at usual spot around ৭ am
smish,আপনার DBBL account এ unusual withdrawal detect হয়েছে। Verify now http://dbbl-alert.net,CodeMix,আপনার DBBL account এ unusual withdrawal detect হয়েছে। Verify now [URL]
promo,Robi 4G Mega Saver: Recharge 199TK and instantly paben 15GB internet + 150 mins calls. Offer shesh hobe 20th Sept. Amar Robi app theke activate korun ekhuni.,Banglish,Robi 4G Mega Saver: Recharge 199TK and instantly paben 15GB internet + 150 mins calls. Offer shesh hobe 20th Sept. Amar Robi app theke activate korun ekhuni.
smish,সোনালী ব্যাংক থেকে আপনার জন্য জরুরি বার্তা। বিস্তারিত জানতে এখানে ক্লিক করুন: https://wa.me/8801816677889,Bengali,সোনালী ব্যাংক থেকে আপনার জন্য জরুরি বার্তা। বিস্তারিত জানতে এখানে ক্লিক করুন: [URL]
promo,"Daraz Fashion Week শুরু হয়েছে! শার্ট, প্যান্ট, শাড়ি আর অ্যাকসেসরিজে সর্বোচ্চ ৬০% ছাড়। কোড ব্যবহার করুন FASHION60। সীমিত সময়ের জন্য।",Bengali,"Daraz Fashion Week শুরু হয়েছে! শার্ট, প্যান্ট, শাড়ি আর অ্যাকসেসরিজে সর্বোচ্চ ৬০% ছাড়। কোড ব্যবহার করুন FASHION60। সীমিত সময়ের জন্য।"
smish,City Bank fraud team er message: Apnar credit card e fraudulent activity detect hoyeche. Apnar card protect korte ekhuni SMS korun STOP to 16222. Action na nile unauthorized withdrawal hoye jabe ar apnar taka harano jete pare.,Banglish,City Bank fraud team er message: Apnar credit card e fraudulent activity detect hoyeche. Apnar card protect korte ekhuni SMS korun STOP to 16222. Action na nile unauthorized withdrawal hoye jabe ar apnar taka harano jete pare.
promo,"আজই last day! ৪০GB(bonus-সহ)৫০০টাকা ৩০দিন।Dial *১২১*৫০৪৯#, mygp.li/mo",CodeMix,"আজই last day! ৪০GB(bonus-সহ)৫০০টাকা ৩০দিন।Dial *১২১*৫০৪৯#, mygp.li/mo"
promo,"Banglalink গ্রাহকদের জন্য আজকের স্পেশাল অফার! ৩ জিবি মাত্র ৩৯ টাকা, বৈধতা ৩ দিন। এখনই ডায়াল করুন *5000*39# এবং উপভোগ করুন দ্রুত ইন্টারনেট।",Bengali,"Banglalink গ্রাহকদের জন্য আজকের স্পেশাল অফার! ৩ জিবি মাত্র ৩৯ টাকা, বৈধতা ৩ দিন। এখনই ডায়াল করুন *5000*39# এবং উপভোগ করুন দ্রুত ইন্টারনেট।"
smish,Sonali bank account এ ৫০০০ TK deposit হয়েছে। confirm করতে এখানে click করুন: https://wa.me/8801812345678,CodeMix,Sonali bank account এ ৫০০০ TK deposit হয়েছে। confirm করতে এখানে click করুন: [URL]
normal,কি খবর তোমার দিন?,Bengali,কি খবর তোমার দিন?
smish,আপনার জন্য 8500 free। এটি এখানে receive করুন: https://cutt.ly/betvi,CodeMix,আপনার জন্য 8500 free। এটি এখানে receive করুন: [URL]
normal,০১৯২৭২৮৯৩৭২ এই নাম্বারে কল করুন।,Bengali,[PHONE] এই নাম্বারে কল করুন।
smish,Sonali Bank urgent: Apnar debit card 3 times wrong PIN use er jonne automatic hold hoye geche. Unlock korte verification korte hobe immediately: www.sonalibank-unlock.org. Verification chara apnar card cancel hoye jabe ar taka freeze hoye thakbe.,Banglish,Sonali Bank urgent: Apnar debit card 3 times wrong PIN use er jonne automatic hold hoye geche. Unlock korte verification korte hobe immediately: [URL] Verification chara apnar card cancel hoye jabe ar taka freeze hoye thakbe.
smish,Click here to complete your transaction: [transactionverify.com/CompleteBD],English,Click here to complete your transaction: [URL]
promo,Shwapno te buy 1 get 1 free fruits offer cholche. Offer valid ajker jonno.,Banglish,Shwapno te buy 1 get 1 free fruits offer cholche. Offer valid ajker jonno.
normal,আজকে অফিসে এত কাজ ছিল যে দুপুরে খাওয়ার সময়ই পাইনি। সারাদিন রিপোর্ট বানাতে গিয়ে মাথা ঘুরে যাচ্ছিলো। কালকে একটু আগে থেকেই কাজ শেষ করার চেষ্টা করবো।,Bengali,আজকে অফিসে এত কাজ ছিল যে দুপুরে খাওয়ার সময়ই পাইনি। সারাদিন রিপোর্ট বানাতে গিয়ে মাথা ঘুরে যাচ্ছিলো। কালকে একটু আগে থেকেই কাজ শেষ করার চেষ্টা করবো।
promo,"Shwapno Eid fest: Grocery shopping e buy 1 get 1 free on selected products like rice, oil, and sugar. Visit your nearest Shwapno today and enjoy special discount.",Banglish,"Shwapno Eid fest: Grocery shopping e buy 1 get 1 free on selected products like rice, oil, and sugar. Visit your nearest Shwapno today and enjoy special discount."
smish,Apnar hate jodi daily 3-4 ghonta shomoy free thake tahole janaben. asha kori khub bhalo ekta kajer shondhan dite parbo. inbox koren,Banglish,Apnar hate jodi daily 3-4 ghonta shomoy free thake tahole janaben. asha kori khub bhalo ekta kajer shondhan dite parbo. inbox koren
promo,TK150 cashback best offer: 61GB+1000min@TK749 for 30 days: cutt.ly/NwYKElsc,English,TK150 cashback best offer: 61GB+1000min@TK749 for 30 days: cutt.ly/NwYKElsc
smish,Your Midland Bank foreign remittance on hold. Release: midlandbank-remit.net,English,Your Midland Bank foreign remittance on hold. Release: [URL]
normal,apni ki chinta korchen?,Banglish,apni ki chinta korchen?
normal,How are you? I'm fine. What's new with you?,English,How are you? I'm fine. What's new with you?
normal,Ki korbe amar shathe bolo. Ami tomar shathe hante chai.,Banglish,Ki korbe amar shathe bolo. Ami tomar shathe hante chai.
normal,তোমার pet কেমন আছে?,CodeMix,তোমার pet কেমন আছে?
normal,কি খবর তোমাদের?,Bengali,কি খবর তোমাদের?
normal,"তুমি নিজের উপর trust রাখো, সব কিছু possible।",CodeMix,"তুমি নিজের উপর trust রাখো, সব কিছু possible।"
smish,"Your mobile banking PIN has been changed. If not done by you, call +8801555887799 immediately",English,"Your mobile banking PIN has been changed. If not done by you, call [PHONE] immediately"
normal,"আপনার পাওনা ৫০০০/- টাকা, জলদি পরিশোধ করুন।",Bengali,"আপনার পাওনা ৫০০০/- টাকা, জলদি পরিশোধ করুন।"
promo,"Winter clothing sale! Up to 60% off on jackets, sweaters. Aarong stores nationwide. Limited time!",English,"Winter clothing sale! Up to 60% off on jackets, sweaters. Aarong stores nationwide. Limited time!"
smish,"Dear student, মাধ্যমিক exam এ pass করায় congrats! আজকের তুমি আগামীর future, আমরা তোমার অপেক্ষায়। Cumilla City College (EIIN:134648), Kotbari, Cumilla. Mobile: 01781939370, 01859412805",CodeMix,"Dear student, মাধ্যমিক exam এ pass করায় congrats! আজকের তুমি আগামীর future, আমরা তোমার অপেক্ষায়। Cumilla City College (EIIN:134648), Kotbari, Cumilla. Mobile: [PHONE] , [PHONE]"
normal,"আম্মু, আমি এইমাত্র অফিস থেকে বের হয়েছি এবং বাসায় ফেরার পথে কিছু জরুরি কাজ সেরে নিতে হবে। প্রথমে ব্যাংকে যাবো কারণ কাল বেতন দিয়েছে, তারপর বাজার করে বাবার জন্য ওষুধ কিনে আসবো। ডাক্তার যে নতুন ওষুধগুলো দিয়েছেন সেগুলো এভিনিউ ফার্মেসিতে পাওয়া যায় কিনা দেখবো। আর হ্যাঁ, আজ রাতে আমার বন্ধু সাদিকের বিয়ের দাওয়াত আছে, তাই একটু দেরি হতে পারে।",Bengali,"আম্মু, আমি এইমাত্র অফিস থেকে বের হয়েছি এবং বাসায় ফেরার পথে কিছু জরুরি কাজ সেরে নিতে হবে। প্রথমে ব্যাংকে যাবো কারণ কাল বেতন দিয়েছে, তারপর বাজার করে বাবার জন্য ওষুধ কিনে আসবো। ডাক্তার যে নতুন ওষুধগুলো দিয়েছেন সেগুলো এভিনিউ ফার্মেসিতে পাওয়া যায় কিনা দেখবো। আর হ্যাঁ, আজ রাতে আমার বন্ধু সাদিকের বিয়ের দাওয়াত আছে, তাই একটু দেরি হতে পারে।"
promo,Bikash app e skitto deals e 30taka porjonto cashback cutt.ly/8HBaVWF,Banglish,Bikash app e skitto deals e 30taka porjonto cashback cutt.ly/8HBaVWF
smish,"Dear customer, your City Bank credit card needs to be updated. Please call 018XXXXXXXX to confirm your details.",English,"Dear customer, your City Bank credit card needs to be updated. Please call 018XX to confirm your details."
normal,shuvo Pohela Boishakh er preeti o shubhechha!,Banglish,shuvo Pohela Boishakh er preeti o shubhechha!
normal,Today I will go to a new restaurant.,English,Today I will go to a new restaurant.
smish,Bangladesh Bank থেকে আপনার জন্য urgent message। Details জানতে এখানে click করুন: https://wa.me/8801919900112,CodeMix,Bangladesh Bank থেকে আপনার জন্য urgent message। Details জানতে এখানে click করুন: [URL]
normal,"০১৬৭২৫৮৩৭৮৯ number-এ call করুন, আমার টাকা দরকার।",CodeMix,"[PHONE] number-এ call করুন, আমার টাকা দরকার।"
smish,বিটকয়েন নিয়ে বিশেষ অফার! এখনই লগইন করুন: http://bit.ly/BitcoinOffer,Bengali,বিটকয়েন নিয়ে বিশেষ অফার! এখনই লগইন করুন: [URL]
smish,"বাড়িতে বসে online-এ কেউ income করতে চাইলে আমাকে inbox করুন।
Daily ২০০ থেকে ৫০০ টাকা।",CodeMix,বাড়িতে বসে online-এ কেউ income করতে চাইলে আমাকে inbox করুন। Daily ২০০ থেকে ৫০০ টাকা।
smish,Shakib er soi kora ball jitte cricket e baji din! Click korun: xini.eu/00Qe,Banglish,Shakib er soi kora ball jitte cricket e baji din! Click korun: xini.eu/00Qe
normal,এই যা আমি যে অনেক সময় পেলাম সেটি হল solution এবং মূল্য হল একটি মহান এবং একটি জনপ্রিয়,CodeMix,এই যা আমি যে অনেক সময় পেলাম সেটি হল solution এবং মূল্য হল একটি মহান এবং একটি জনপ্রিয়
smish,"আপনার জমি বিক্রির টাকা জমা হয়েছে, কল করুন: +8801816566678",Bengali,"আপনার জমি বিক্রির টাকা জমা হয়েছে, কল করুন: [PHONE]"
normal,Kalke amar school er old friend sathe rastay dekha hoye gelo. Onar sathe boshe ek cup cha kheye onek purono golpo kora holo. Amar mon khushi hoye gelo.,Banglish,Kalke amar school er old friend sathe rastay dekha hoye gelo. Onar sathe boshe ek cup cha kheye onek purono golpo kora holo. Amar mon khushi hoye gelo.
smish,"To increase credit card limit, click here: [creditcardincrease.com/LimitBD]",CodeMix,"To increase credit card limit, click here: [URL]"
normal,01672572938 number-e bKash korun.,Banglish,[PHONE] number-e bKash korun.
smish,10 crore TK deposited in your bank account! Confirm by calling: +8801913233245,English,10 crore TK deposited in your bank account! Confirm by calling: [PHONE]
promo,Register for Universal Pension Scheme; contribute to building an advanced and welfare state - National Pension Authority.,English,Register for Universal Pension Scheme; contribute to building an advanced and welfare state - National Pension Authority.
smish,Government tax office fine 8456 TK for tax evasion. Pay: secure-bank.bd/urgent,English,Government tax office fine 8456 TK for tax evasion. Pay: [URL]
normal,Don't worry about the exam results. You did your best and that's what matters most.,English,Don't worry about the exam results. You did your best and that's what matters most.
promo,"Loto te shudhomatro ajkar offer
nirdhishto ponnye
1ti kinley 1ti free
Shopper",Banglish,Loto te shudhomatro ajkar offer nirdhishto ponnye 1ti kinley 1ti free Shopper
normal,"ফারহান, তোমার project report finished? I need to submit mine tomorrow.",CodeMix,"ফারহান, তোমার project report finished? I need to submit mine tomorrow."
